Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
110196941769209,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹,14548,13
100657482831570,Tashakul Abbas Warraich PP54,Tashakul Abbas Warraich,8125,3
114491103719859,Shahzada Aman UrRahman,Shahzada Aman UrRahman,4620,2
435092019877794,Hazara Quami Mahaz Pakistan - HQM,Hazara Quami Mahaz Pakistan - HQM,4231,11
109493084543028,Four Corners with Tarar,NEXT TV,3231,1
204305176293161,Alamgir Khan,Alamgir Khan,2676,2
304781399652673,Jamshed Iqbal Cheema,Jamshed Iqbal Cheema,2620,1
103238092691017,Muhammad Rafiq,Muhammad Rafiq,2244,1
543755195637715,Mian Aslam,Mian Aslam,2034,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1663,1
116132385102281,Chaudhry Muhammad Mushtaq PP 126,Chaudhry Muhammad Mushtaq PP 126,1431,1
103767962366726,Mehar Tariq Sajjad MPA PP116,Muhammad Umar,1418,1
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,These ads ran without a disclaimer,1307,1
407889229718531,Sardar Tanveer Ilyas Khan,Sardar Tanveer Ilyas Khan,1151,2
240488586026340,"SINA Health, Education & Welfare Trust","SINA Health, Education & Welfare Trust",1103,1
133648753466105,Group Development Pakistan,Group Development Pakistan,1004,3
120437430938970,Syed Mohammad Kirmani,John Kirmani,1003,1
697195000360344,Hamdard Dental & Skin Clinic Gujranwala,These ads ran without a disclaimer,1000,1
100112112760730,Adeel Ali Khan,Adeel Ali Khan,1000,1
