Location name,Amount spent (CLP)
Antofagasta Region,574046
Araucanía Region,581067
Arica y Parinacota Region,327046
Atacama Region,294606
Aysén Region,100067
Bío Bío Region,1376262
Coquimbo Region,771167
Los Lagos Region,880155
Los Ríos Region,235213
Magallanes y la Antártica Chilena Region,358312
Maule Region,1149053
O'Higgins Region,796652
Santiago Metropolitan Region,4889450
Tarapacá Region,365873
Unknown,395
Valparaíso Region,2084229
