Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
23383061178,Prabowo Subianto,indonesia Adil makmur,20467445,11
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,14817091,222
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,13511517,11
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,2029487,24
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,1880072,21
197545083607941,Harian Kompas,Harian Kompas,1776111,87
103817945830465,Sobat Dito,Sobat Dito,1633871,12
104899195891472,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,1081526,43
882638978454921,Raja Juli Antoni,Raja Juli Antoni,917818,3
104830667806476,Melihat Indonesia,Melihat Indonesia,900326,58
102656349157647,Tugimanisme,Tugimanisme,877076,55
101403669397488,Nikmatul Sugiyarto,Septian Raharjo,725641,33
107451398732660,Teman Dito,Teman Dito,583392,4
112570091503539,GP Papua,Ganjar Nusantara Indonesia,512116,12
120493494629294,Pikiran Rakyat,"Aditya Riantiko Akbar, ST",499399,3
104317482149268,DPRD Provinsi Jawa Timur,Dinni Anggraeni,470443,28
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,453639,35
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,401115,12
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,392005,12
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,359242,10
292939164731691,Relawan Herviano,Relawan Herviano,348151,12
397612604060624,ilham mendrofa,ilham mendrofa,333295,3
401192283915,Partai Amanat Nasional - PAN,Partai Amanat Nasional,333102,2
111805655036485,Humas DPRD Pati,Aditya Rachmat Pamungkas,298155,11
110952238516382,Kiki Daliyo,Dwi Wantoro,290584,13
101674375744514,Media Cuan,Ipta Apipah,282010,16
144214102401186,Maman Abdurrahman,Maman Abdurrahman,281692,1
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,273226,11
104549327891079,Dermawan,Frista Kurniasari,267505,1
335546226915564,Generasi Melek Politik,Generasi Melek Politik,258406,2
1008565046000997,Saka Mese Maluku,These ads ran without a disclaimer,242968,1
112121101796090,Opini 2024,Opini 2024,240304,22
109793991710079,Jane Natalia Suryanto,Jane Natalia Suryanto,237645,3
105984728799517,Sulsel Dukung Ganjar,Ganjar Nusantara Indonesia,236415,7
103013484811323,Jangan Lupa Sejarah,John Kamnahas,236378,18
103581752405141,Sobar Harahap,Sobar Harahap,232428,11
1547369918837496,Zulkifli Hasan,Media Center PAN,218932,4
101355948222111,Golkar Indonesia,Golkar Indonesia,218373,4
173996829810061,Ryan F. Kono,"Ryan Fahrichsan Kono, B.Com",203124,3
545307895803249,Handaledukasi,These ads ran without a disclaimer,197636,1
212811572075740,Pemerintah Kota Malang,Ayu Fitria Mandarasari,194548,3
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,190321,23
314205292747611,Sahabat Abraham Liyanto,Yesenia Irene Liyanto,188806,3
102418629201622,GP Nusa Tenggara Timur,Ganjar Nusantara Indonesia,183892,3
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,172420,1
213134478724731,DANIEL JOHAN,Daniel Johan,161794,1
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,157464,11
108021237423372,Riza Zuhelmy,Riza Zuhelmy,153655,1
103411659195911,JIMAT,Arik Luviani Putri Yasa,150330,9
107611851968705,Sumsel Dukung Ganjar,Ganjar Nusantara Indonesia,149516,5
106499898747570,Lampung Dukung Ganjar,Ganjar Nusantara Indonesia,147456,4
103110502426027,Jatim Dukung Ganjar,Ganjar Nusantara Indonesia,144135,4
273454719936085,"Yohanis Fransiskus Lema, S.IP, M.Si","Yohanis Fransiskus Lema, S.IP, M.Si",143740,4
100382756075812,GP Kalimantan Timur,Ganjar Nusantara Indonesia,143297,4
1854187061497992,Jogja Dukung Ganjar,Ganjar Nusantara Indonesia,141046,3
1033193516732257,Jabar Dukung Ganjar,Ganjar Nusantara Indonesia,135993,4
101648362613609,GP Sulawesi Tengah,Ganjar Nusantara Indonesia,126936,4
1716437738583378,Banten Dukung Ganjar,Ganjar Nusantara Indonesia,124710,3
318316705029207,Jefirstson R Riwu Kore,Jefirstson R Riwu Kore,122385,3
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,119150,11
102708602466860,Riau Dukung Ganjar,Ganjar Nusantara Indonesia,116715,4
104830667806476,Melihat Indonesia,Ganjar Nusantara Indonesia,115394,2
39253583478,PDI Perjuangan,Muhammad Miftakhunnaim,111530,10
110952238516382,Kiki Daliyo,Juniar Dwi Harianto,111124,11
101383579268587,Sumut Dukung Ganjar,Ganjar Nusantara Indonesia,111050,4
1690573611256871,Pemerintah Kota Manado,Bryan Sumilat,106172,1
104052735675516,Sulut Dukung Ganjar,Ganjar Nusantara Indonesia,101806,3
110195338413992,GP Kalimantan Tengah,Ganjar Nusantara Indonesia,99330,2
112121504882485,GP Bali,Ganjar Nusantara Indonesia,91209,2
101218402657205,GP Aceh,Ganjar Nusantara Indonesia,89329,3
100615419601107,Simson Polin,Simson Polin,88962,2
104217932476562,Ali Badrudin,Aditya Rachmat Pamungkas,88179,5
100776135899424,Dr. H. Syamsurizal SE MM,Dr. H. Syamsurizal SE MM,87918,1
173776079818775,Saiful Mujani,Saidiman,84138,2
108033718631640,GP Kalimantan Barat,Ganjar Nusantara Indonesia,81994,3
100248349384577,Jateng Dukung Ganjar,Ganjar Nusantara Indonesia,78921,3
101220845990276,GP Bengkulu,Ganjar Nusantara Indonesia,78668,3
116043248133060,veda1801,These ads ran without a disclaimer,77033,1
106767125434048,Rumah GP Sumatra Barat,Ganjar Nusantara Indonesia,73390,2
107019302070970,GP Kepulauan Riau,Ganjar Nusantara Indonesia,71776,3
107778980614595,Ricky Ndolu,Ricky Ndolu,65690,1
101367882644316,GP Gorontalo,Ganjar Nusantara Indonesia,63707,3
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,60262,1
105292931242630,Ilham Arief Sirajuddin,SUN Supporting,52061,1
114105438017003,GP Nusa Tenggara Barat,Ganjar Nusantara Indonesia,52000,1
147555216186069,Christina Aryani,Christina Aryani Foundation,49919,1
111090608323091,GP Kalimantan Selatan,Ganjar Nusantara Indonesia,49755,2
366284537137769,Muda Mahendrawan,These ads ran without a disclaimer,46606,1
102273039070802,Info Terkini,Muhammad Miftakhunnaim,46140,6
1357693677594211,A Muhaimin Iskandar,Kebangkitan Bangsa,43043,1
102498379057030,Muhammad Lokot Nasution,T Irfan Muttaqien,42173,1
110368964786452,Kemajuan Bersama,Muhammad Miftakhunnaim,41800,4
101801699177654,Muhamad Sodikin,Saepujaman,40654,2
105050674724076,Golkar Kota Dumai,Golkar Kota Dumai,40559,2
108971878372258,ILHAM AKBAR,Konsultan Strategi Pemenangan Politik,40455,2
103581752405141,Sobar Harahap,Ganjar Nusantara Indonesia,40415,2
104844282389488,Kelas Digital Marketing,Kelas Digital Marketing,40349,2
102626198026698,Rika Sudjiman,Juniar Dwi Harianto,39928,2
101403669397488,Nikmatul Sugiyarto,Ganjar Nusantara Indonesia,39749,2
1376974779256826,Saiful Mujani Research and Consulting SMRC,Saidiman,39262,1
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,38930,2
112121101796090,Opini 2024,Juniar Dwi Harianto,38828,2
101403669397488,Nikmatul Sugiyarto,Juniar Dwi Harianto,37997,11
108594254115742,Muhammad Alif Ananda,Muhammad Alif Ananda,30235,1
103974322620939,Kominfo Trenggalek,Anggianto,30105,1
1765558303502653,Sahari - Sahabat Hariadi,Hariadi Hardy,28496,1
316323706189,Bisnis.com,These ads ran without a disclaimer,25467,1
257639404316186,Habib Aqiqah,These ads ran without a disclaimer,24260,1
102497641558430,Indonesia Tolak HOAX,Muhammad Miftakhunnaim,24101,2
753113741702235,Tomy Andri Zulpa,Tomy Andri Zulpa,23413,2
110100218339060,Wahai Ibu Pertiwi,Muhammad Miftakhunnaim,22415,2
108695584343029,Baik Untuk Kita,Muhammad Miftakhunnaim,22339,2
100359258525418,Pemulihan Lebih Baik,Muhammad Miftakhunnaim,21871,2
101076948451651,Masa Depan Kita,Muhammad Miftakhunnaim,21776,2
109738061991908,banglukman75,These ads ran without a disclaimer,21369,1
