Location name,Amount spent (TWD)
Changhua,8401
Chiayi,3492
Hsinchu,4282
Hsinchu City,6978
Hualien,3494
Kaohsiung,28096
Keelung City,3355
Kinmen,497
Lienchiang,≤100
Miaoli,3399
Nantou,3031
New Taipei City,41489
Penghu,608
Pingtung,4980
Taichung,32048
Tainan,16536
Taipei,33503
Taitung,1717
Taoyuan City,24239
Unknown,11842
Yilan,2820
Yunlin,4541
