Page ID,Page name,Disclaimer,Amount spent (GTQ),Number of ads in Library
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,3702,64
196258110831945,Partido Valor,Partido Valor,730,3
104363285138486,Nosotros Guatemala,Partido Político Nosotros,392,3
187073013532,Partido VIVA,Partido Político Visión con Valores,277,2
106908785419555,Goberna Guatemala,Goberna,235,15
115400548040796,Guate Al Día,Guate al Dia,195,10
105847462372794,Estuviéramos Mejor,Estuvieramos Mejor,160,6
100787018649683,Más Media,Emilio Cruz,153,1
103924088521059,Esto es Guatemala,Emilio Cruz,151,1
1630952833827354,Armando Castillo,Armando  Damian Castillo Alvarado,≤100,1
119057720784594,El Búho,El Búho,≤100,3
100990022892856,Movimiento Político WINAQ Totonicapán,Ricardo Mazariegos,≤100,2
135019416549522,La Hora,La Hora,≤100,1
281554395331686,República,"Republica GT, S.A.",≤100,1
101559144921198,Noticias San Pedro Sacatepéquez,Jennifer Lopez,≤100,1
100423518427634,Comisión Presidencial Contra la Corrupción,Comisión Presidencial Contra la Corrupción,≤100,1
101405406148203,Valor Suchitepequez,Byron Estuardo Villatorio Liu,≤100,1
170507986860944,Talleres Castillo,These ads ran without a disclaimer,≤100,1
97410262628,EnginZone,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
227622537655549,CGTN en Español,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
1890146454611538,DESMI A/S,These ads ran without a disclaimer,≤100,1
105848558790469,"Word Office - Reader, Editor & Viewer",These ads ran without a disclaimer,≤100,1
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100,1
