Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
362213890520498,a2i - Aspire to Innovate,a2i - Aspire to Innovate,223,6
214814651932840,Panjeree Publications Ltd.,Panjeree Publications Ltd.,107,217
103414131574909,Press Xpress,PressXpress,≤100,26
101014292265016,অপ্রতিরোধ্য অগ্রযাত্রা,অপ্রতিরোধ্য অগ্রযাত্রা,≤100,8
102804535567991,"জয় বাংলা,  জয় বঙ্গবন্ধু- এগিয়েই যাবে বাংলাদেশ","জয় বাংলা,  জয় বঙ্গবন্ধু- এগিয়েই যাবে বাংলাদেশ",≤100,6
254138648026636,সফল বাংলাদেশ,Effective Lead Gen,≤100,39
111251941065959,বাংলার সমাচার,Think Digital Way,≤100,29
2178258972197731,Jashorer Alo - যশোরের আলো,Jashorer Alo - যশোরের আলো,≤100,14
225353397503225,Zunaid Ahmed Palak,Zunaid Ahmed Palak,≤100,5
111768425244624,Voice of the Displaced People,Reality Media US,≤100,29
186948511918618,Positive Bangladesh,Positive Bangladesh,≤100,13
353130515348425,Bangladesh Nationalist Party-BNP,Bangladesh Nationalist Party-BNP,≤100,1
116167389784568,আমার নেত্রী আমার অহংকার,Flix Marketing,≤100,17
362533164365915,Voice Of Dhaka,Voice Of Dhaka,≤100,8
105415618976603,গুজব নয় সত্য জানুন,গুজব নয় সত্য জানুন,≤100,12
434501430028190,Young Bangla,Young Bangla,≤100,1
229443881058540,BD Peoples Voice,BD Peoples Voice,≤100,4
101904779388952,ভালোর পথে-Bhalor Pothe,ভালোর পথে-Bhalor Pothe,≤100,9
421525621216889,Md. Zahid Ahsan Russel,Md. Zahid Ahsan Russel,≤100,2
162107741307973,এই বাংলাদেশ আমাদের,এই বাংলাদেশ আমাদের,≤100,15
112918444736861,যদি কিন্তু তবুও,যদি কিন্তু তবুও,≤100,1
100612562275472,Razzak Fashion - রাজ্জাক ফ্যাশন,Razzak Fashion - রাজ্জাক ফ্যাশন,≤100,2
2120667158192427,লায়ন আলহাজ্ব মোহাম্মদ ইমরান,লায়ন আলহাজ্ব মোহাম্মদ ইমরান,≤100,5
426726231113882,Ishraque Hossain - ইশরাক হোসেন,Ishraque Hossain - ইশরাক হোসেন,≤100,1
100421296207429,ক্রাইম স্টেশন-Crime Station,ক্রাইম স্টেশন-Crime Station,≤100,4
1941359985984595,Dainik Bandarban,Vision Mark NY,≤100,10
401664150604083,Daily Jagrota Bangla,Daily Jagrota Bangla,≤100,2
112209270629059,LearnEng with Shahan,These ads ran without a disclaimer,≤100,1
106284182272238,আহবান - Ahoban,আহবান - Ahoban,≤100,9
2120667158192427,লায়ন আলহাজ্ব মোহাম্মদ ইমরান,আলহাজ্ব মোহাম্মদ ইমরান,≤100,3
102897964863435,জাগরণ টিভি,These ads ran without a disclaimer,≤100,2
105510682188939,Booster Dose-বুস্টার ডোজ,Flrida Marketing,≤100,11
100575695091295,People’s Talk - জনগনের কথা,People’s Talk - জনগনের কথা,≤100,1
876459702552247,Asm Alauddin Bhuiyan,These ads ran without a disclaimer,≤100,1
581402578564086,CRI,CRI,≤100,1
116437948164979,Arcadian BCS & Bank,These ads ran without a disclaimer,≤100,1
106254828481844,সত্যের পথে আগামীর সম্ভাবনায়,সত্যের পথে আগামীর সম্ভাবনায়,≤100,1
103243935851195,Jonotar Dorpon-জনতার দর্পণ,Jonotar Dorpon,≤100,2
112408011480547,তথ্য সাময়িকী,তথ্য সাময়িকী,≤100,2
166064673583399,Bangladesh Awami League,Bangladesh Awami League,≤100,6
275290502504116,PBS (Books+Music+Cafe),PBS Ltd.,≤100,2
1637850026472872,বঙ্গবন্ধু অনলাইন আর্কাইভ,Flix Marketing,≤100,11
527402880793569,MAMUN BOOK HOUSE,MAMUN BOOK HOUSE,≤100,1
1865638280223884,Rajneeti - রাজনীতি,Rajneeti - রাজনীতি,≤100,1
1930781123914291,আবিজা,All Marketing Center,≤100,13
107256441176383,জনবার্তা,জনবার্তা,≤100,7
108617938808376,ষড়যন্ত্রের আড়ালে,Flrida Marketing,≤100,6
105867285406730,Deshi Dokandar-দেশি দোকানদার,Deshi Dokandar-দেশি দোকানদার,≤100,1
103564102653807,জাগ্রত জনতা,High Reach Market,≤100,2
318245035273577,Khan Ahmed Shuvo MP,Khan Ahmed Shuvo MP,≤100,2
108363068929226,M A Hashem,M A Hashem,≤100,2
675943342847079,Ahmed Firoz Kabir MP,Ahmed Firoz Kabir MP,≤100,1
260485101489192,Go Bangladesh,All Marketing Center,≤100,12
110301225434428,মোঃ আল মামুন,Jatiyo Party,≤100,3
157368095197913,BCS Preceptors',These ads ran without a disclaimer,≤100,1
