Location name,Amount spent (NOK)
Akershus,4111
Aust-Agder,578
Buskerud,1905
Finnmark,398
Hedmark,1094
Hordaland,3358
Møre og Romsdal,1842
Nord-Trøndelag,1062
Nordland,1380
Oppland,1034
Oslo,9967
Rogaland,2794
Sogn og Fjordane,572
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,3322
Telemark,898
Troms,1102
Unknown,≤100
Vest-Agder,1247
Vestfold,1381
Østfold,1618
