Location name,Amount spent (ZAR)
Eastern Cape,698
Free State,627
Gauteng,2886
KwaZulu-Natal,1289
Limpopo,648
Mpumalanga,496
North West,373
Northern Cape,206
Unknown,≤100
Western Cape,1728
