Location name,Amount spent (BRL)
Acre (state),952
Alagoas,2235
Amapá,1347
Amazonas,6902
Bahia,11114
Ceará,8286
Espírito Santo,2680
Federal District,3448
Goiás,6409
Maranhão,8965
Mato Grosso,8569
Mato Grosso do Sul,3861
Minas Gerais,24401
Paraná,9324
Paraíba,3764
Pará,13870
Pernambuco,9121
Piauí,2773
Rio Grande do Norte,2735
Rio Grande do Sul,9302
Rio de Janeiro (state),14460
Rondônia,2734
Roraima,1475
Santa Catarina,13015
Sergipe,2822
São Paulo (state),51315
Tocantins,2762
Unknown,≤100
