Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,844
Bicol Region,9942
Cagayan Valley,3953
Calabarzon,34107
Caraga,2454
Central Luzon,20182
Central Visayas,17364
Cordillera Administrative Region,2154
Davao Region,5233
Eastern Visayas,4603
Ilocos Region,8855
Metro Manila,61730
Mimaropa,6118
Northern Mindanao,5560
Soccsksargen,4616
Unknown,≤100
Western Visayas,14250
Zamboanga Peninsula,3366
