Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1564
Bicol Region,6640
Cagayan Valley,3271
Calabarzon,20822
Caraga,1965
Central Luzon,15822
Central Visayas,9468
Cordillera Administrative Region,1744
Davao Region,5004
Eastern Visayas,4391
Ilocos Region,4487
Metro Manila,33570
Mimaropa,2286
Northern Mindanao,4805
Soccsksargen,3995
Unknown,≤100
Western Visayas,8809
Zamboanga Peninsula,3427
