Location name,Amount spent (CHF)
Aargau,≤100
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,≤100
Basel-Landschaft,≤100
Bern,343
Canton of Geneva,1349
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,459
Fribourg,223
Graubünden,≤100
Jura,≤100
Luzern,614
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,106
Ticino,275
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,≤100
Zug,≤100
Zürich,527
