Location name,Amount spent (TRY)
Adana Province,39041
Adıyaman Province,3345
Afyonkarahisar Province,19919
Aksaray Province,10143
Amasya Province,3920
Ankara Province,70637
Antalya Province,36481
Ardahan Province,1324
Artvin Province,3166
Aydın Province,13442
Ağrı Province,2223
Balıkesir Province,35486
Bartın Province,2904
Batman Province,6026
Bayburt Province,849
Bilecik Province,2914
Bingöl Province,983
Bitlis Province,1181
Bolu Province,4566
Burdur Province,3141
Bursa Province,51672
Denizli Province,14573
Diyarbakır Province,9952
Düzce Province,5870
Edirne Province,3957
Elazığ Province,4435
Erzincan Province,7601
Erzurum Province,4228
Eskişehir Province,17352
Gaziantep Province,20024
Giresun Province,8017
Gümüşhane Province,1544
Hakkâri Province,710
Hatay Province,13406
Isparta Province,7276
Istanbul Province,405220
Iğdır Province,750
Kahramanmaraş Province,9361
Karabük Province,7088
Karaman Province,4289
Kars Province,1447
Kastamonu Province,17814
Kayseri Province,23484
Kilis Province,2970
Kocaeli Province,37365
Konya Province,25063
Kütahya Province,7078
Kırklareli Province,3281
Kırıkkale Province,6359
Kırşehir Province,2896
Malatya Province,4064
Manisa Province,22749
Mardin Province,4296
Mersin Province,54200
Muğla Province,14637
Muş Province,965
Nevşehir Province,3480
Niğde Province,4131
Ordu Province,12071
Osmaniye Province,6711
Rize Province,5732
Sakarya Province,7597
Samsun Province,21677
Siirt Province,2855
Sinop Province,2735
Sivas Province,10734
Tekirdağ Province,9834
Tokat Province,8287
Trabzon Province,24752
Tunceli Province,503
Unknown,228
Uşak Province,10388
Van Province,6252
Yalova Province,6551
Yozgat Province,14841
Zonguldak Province,9196
Çanakkale Province,7705
Çankırı Province,5031
Çorum Province,10330
İzmir Province,74645
Şanlıurfa Province,15306
Şırnak Province,2289
