Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
107674934088892,Enex Paraguay,Enex Paraguay,901163,14
278226125974096,El Paraguayo Independiente,Paraguayo Independiente,398674,23
347341592056826,Sergio Estigarribia.,Sergio Estigarribia.,276163,4
103594265451560,Diana Recalde,Diana Recalde,168652,3
100157179072061,Financiera ueno SAECA,These ads ran without a disclaimer,130814,13
1659775060937880,Guido González,Guido González,101208,4
292909490881181,Carlos Echeverría Intendente,TEJUParaguay,87518,2
112866004765581,Taurino González,Taurino González,58667,1
368247363370300,LATITUD 25,Latitud 25,40916,1
103422905337202,Laura Gamarra Intendente,Laura Gamarra Intendente,36337,1
725834240910220,Noticiero Paraguay,Noticiero Paraguay,34678,3
111912341409356,Centinela del Norte,Centinela del Norte,33800,3
594511160567719,UNFPA Paraguay,Livia Mburucuyá Melgarejo Osorio,29673,1
184860595385745,Ing. Roberto Jiménez - Concejal,Ing. Roberto Jiménez - Concejal,29438,1
272098156231873,Diario HOY Paraguay,Diario HOY Paraguay,28198,6
2081242738816473,RTV del Sur,RTV del Sur,20373,1
1094373423935985,German Solinger - Diputado Nacional,German Solinger - Diputado Nacional,14535,1
100588788587363,Fernando Ramírez,Fernando Ramírez,14221,1
357095164345257,Oviedo Press,Oviedo Press,11862,2
108779854000922,Enrique Quintana,Enrique Quintana,6958,3
359307964420456,Terere Cómplice,Centro Interdisciplinario de Investigación Social,6482,1
107219538263173,Municipalidad de Hernandarias,Municipalidad de Hernandarias,6428,4
101209788723937,Dr. Omar Gonzalez,Dr. Omar Gonzalez,6162,1
1073454492740713,Emmanuel Cuevas,Emmanuel Cuevas,4824,2
876472822508954,Ahoracde,Portal Digital de Noticias AHORACDE,4179,1
1365651890238610,Soberanía Paraguay,Prensa_Py,389,1
386550154759390,Museo Histórico Tacurú Pucú-Hernandarias.,These ads ran without a disclaimer,≤100,1
108259318940861,TD_Ln2_Cuidado Cariñoso,These ads ran without a disclaimer,≤100,1
115591005188475,Global Times,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
106375945766381,Los amo a todos.KK,These ads ran without a disclaimer,≤100,1
