Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
110452271811588,美活インフォ,These ads ran without a disclaimer,404177,1
101793092394959,東京都民生児童委員連合会（都民連）,東京都民生児童委員連合会,98531,8
1904070096535109,スマート選挙,株式会社センキョ,72919,30
475681929154100,国連UNHCR協会,国連UNHCR協会,39950,21
684161888345926,西日本新聞me,西日本新聞me,31754,23
117206271242725,ミライ開運 12星座占い,These ads ran without a disclaimer,22706,6
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,12286,10
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,9982,1
208661552479830,日本財団,Shigeru Fujita,9906,9
168191243202719,ドットジェイピー,NPO法人ドットジェイピー,9834,5
108136530968730,おねがい社長！,These ads ran without a disclaimer,9113,4
102468941548369,宮城県民共済,宮城県民共済,4952,4
105938118792904,参政党鹿児島支部,Koji Yoshida,2394,1
195088317190451,グリーンピース・ジャパン,一般社団法人グリーンピース・ジャパン,2216,4
115864264779759,ヒーローズコンバット II,These ads ran without a disclaimer,2153,1
104533215755145,ZOE_Japan,ZOE Japan,2027,3
110256441562343,Buzz_channel,These ads ran without a disclaimer,1864,1
113329574588243,kuremonogatari2,kuremonogatari2,1781,1
104274635265965,Hamasoooo,These ads ran without a disclaimer,1244,2
435250336532462,財界さっぽろ,Daisuke Shimizu,738,1
1677419399148240,たはら亮 後援会（朝霞市）,Ryo  Tahara,679,1
111759777259677,ローカル・マニフェスト推進連盟,健輔 山内,518,1
1583940145177329,青森県政を考える会,竹浪 純,488,1
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,476,1
418980198123237,シヤチハタ/Shachihata,These ads ran without a disclaimer,465,1
1579870735639750,N-pit仙台　エイチアイファクトリー,Hiroshi Ooyama,431,1
289931618238873,法輪功は素晴らしいですが、なぜ迫害されたのか,Luu Nga,382,2
120751093170094,Trần Trang,These ads ran without a disclaimer,275,3
111628957686367,Masaboooo,These ads ran without a disclaimer,267,1
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,201,1
243143172757375,情報ドットコム（K.Oshima）,大島 和彦,188,1
355510927802402,株式会社新和建設,These ads ran without a disclaimer,175,1
646326955472615,株式会社テングッド,These ads ran without a disclaimer,≤100,1
256504371891671,the-issues.jp,株式会社issues,≤100,1
130136833750497,IELTS Official,These ads ran without a disclaimer,≤100,1
536262416434799,NewsPicks（ニューズピックス）,These ads ran without a disclaimer,≤100,1
108527654799263,Discovery & Lifestyle,These ads ran without a disclaimer,≤100,1
108853828356076,De Nora,These ads ran without a disclaimer,≤100,1
107990898754094,Moomoo Japan,These ads ran without a disclaimer,≤100,1
106604448597548,メチャカリ,These ads ran without a disclaimer,≤100,1
105358418121058,マンガがうがう,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,1
8669021235,"Keane Southard, Composer",These ads ran without a disclaimer,≤100,1
430258463820053,International School of Ministry with Pastor Chris,These ads ran without a disclaimer,≤100,1
208371683037269,NBCU Catalyst,These ads ran without a disclaimer,≤100,2
