Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Stundin,Stundin,36153,8
314036327204,VR,VR,30636,14
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,6878,1
573559522797177,Flokkur fólksins,Flokkur Fólksins,6714,2
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,2561,2
74969168478,Sjálfstæðisflokkurinn í Hafnarfirði,Sjálfstæðisflokkurinn í Hafnarfirði,1630,1
1011307815614890,Ríkislögreglustjóri,Ríkislögreglustjóri,1203,1
154893001218870,ADHD samtökin,ADHD samtökin,850,2
148872571795434,Viðskiptaráð Íslands,Viðskiptaráð Íslands,803,1
137524753533383,Miðflokkurinn,Miðflokkurinn,800,1
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,716,10
106430331983242,Ragnhildur Alda M. Vilhjálmsdóttir,Ragnhildur Alda Vilhjálmsdóttir,606,1
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,521,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,516,1
107854194384812,Viral Trends,These ads ran without a disclaimer,≤100,1
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,3
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,1
105741532048451,Fluffy Worldwide,These ads ran without a disclaimer,≤100,2
