Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,17268,25
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,1514,1
292074670808351,Frente Amplio,Frente Amplio,696,2
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,564,4
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,253,3
2332750643467917,Yamandú Costa,José Manuel Gutiérrez Pereira Das Neves,247,1
339506493370193,Richard Sander,Richard Saul Sander Darín,202,3
102652064888705,REDUY.net,REDUY,≤100,1
107756041807121,oxfam_es,These ads ran without a disclaimer,≤100,1
105333165416452,constantino.sc,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
177854402389449,Imdosoc,These ads ran without a disclaimer,≤100,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,1
102114195935400,The House Project,These ads ran without a disclaimer,≤100,1
104250978660291,ycmchallenge,These ads ran without a disclaimer,≤100,1
237433903326560,Acuamanía Salto,These ads ran without a disclaimer,≤100,2
101090099546806,greenlybachue,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
