Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
175285029214345,הציונות הדתית,ציונות דתית,5054,10
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,4772,61
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,4102,18
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,3824,42
107217383988190,מגזין אפוק,Epoch Magazine,3758,28
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,1788,18
500238833397356,ציפי ברנד,ציפי ברנד,1693,19
219091481560790,מרים פיירברג - איכר,נתניה אחת,1665,3
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,1501,8
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1387,4
110125925176216,יוזמת המאה - The 100 Initiative,יוזמת המאה,1368,4
1510157982620509,הלן גלבר - Helen Gelber,הלן גלבר - Helen Gelber,1334,9
1073548259341247,לובי 99,לובי 99,1270,2
115456451553737,יונה יהב,יונה יהב,1265,8
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,1260,17
615531405455497,הדר לביא,הדר לביא,1192,15
112848572066805,מחאת ההייטק,מחאת ההייטק,1150,6
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,1088,7
204780362875106,מקור ראשון,מקור ראשון,1083,32
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,1077,12
110917020553426,Ari Shavit - ארי שביט,Ari Shavit - ארי שביט,999,9
118359977918473,יובל ארד - לראשות מועצת כוכב יאיר-צור יגאל,יובל ארד - לראשות מועצת כוכב יאיר-צור יגאל,950,2
638721842824344,עליזה בלוך,עליזה בלוך,852,3
124894077550811,ישראל חופשית,ישראל חופשית,850,4
380816475304653,Yuval zellner - יובל צלנר,Yuval zellner - יובל צלנר,825,16
178433145502975,Avigdor Liberman - אביגדור ליברמן,Avigdor Liberman - אביגדור ליברמן,816,10
1662907067255622,איגוד הגז הטבעי,Unik,812,4
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,789,4
979469898759509,יוסי חביליו - Yosi Havilio,יוסי חביליו - Yosi Havilio,726,6
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,702,2
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,698,4
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,683,4
767262423350854,פורום הדיור הציבורי,פורום הדיור הציבורי,637,5
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",625,40
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,593,2
645460249284616,דינמיקלאס - DynamiClass,DynamiClass,579,1
243941715737870,אורית סטרוק- orit strouk,אורית סטרוק,578,1
110666185245278,יעלה - דרך חדשה לראשות מ.א. מגידו,יעלה - דרך חדשה לראשות מ.א. מגידו,574,2
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,568,8
119840381061499,אוהד שגב,אוהד שגב,554,6
221110811954489,מנשה - 2023,מנשה - 2023,545,6
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,544,4
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,543,5
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,540,4
159416337497662,Nir Barkat - ניר ברקת,Nir Barkat - ניר ברקת,522,4
219236568818575,גלית שאול - ראשת מועצת עמק חפר,גלית שאול - ראשת מועצת עמק חפר,509,12
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",503,12
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,494,5
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,493,2
107110828789769,רוני בריק,רוני בריק,487,1
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,483,10
117177111377152,Шломи Лахьяни,שלומי לחיאני,481,1
468634849844348,עיריית אור יהודה,עיריית אור יהודה,441,4
536794249813012,תומר גלאם - Tomer Glam,תומר גלאם - Tomer Glam,423,2
120240631007633,הילה לנקרי-מיוסט,הילה לנקרי-מיוסט,415,6
124191360932729,התעוררות בירושלים,התעוררות בירושלים,415,7
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,396,32
1678753882355496,איגוד העובדות והעובדים הסוציאליים,איגוד העובדות והעובדים הסוציאליים,391,2
104451956273575,נאמני תורה ועבודה,נאמני תורה ועבודה,385,3
