Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
59143726810,Psykiatrifonden,Psykiatrifonden,11296,9
65929129383,Røde Kors,Røde Kors,10776,60
101875098313543,Andel,Andel,7042,12
26458152911,SOS Børnebyerne,SOS Børnebyerne,4889,20
116269191760882,DSB,DSB,3792,6
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,3752,22
72672361910,Børns Vilkår,Børns Vilkår,3363,15
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,3118,8
399210657232918,PlanBørnefonden,PlanBørnefonden,2950,25
12787473132,Berlingske,Berlingske,2928,22
167891603415958,Lederne,These ads ran without a disclaimer,2697,11
17428770950,RÆSON,RÆSON,2613,2
55365680705,Greenpeace Danmark,Greenpeace Danmark,2427,35
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,2358,18
250994288337708,Sex og Samfund,Sex og Samfund,1980,16
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1366,14
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1143,50
304554445813,Videncentret Bolius,Videncentret Bolius,1071,12
133707013355759,Danner,Danner,973,1
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,927,8
102154048301476,Lederstof.dk,Lederne,840,27
1480768582181666,Passagerpulsen hos Forbrugerrådet Tænk,Passagerpulsen hos Forbrugerrådet Tænk,807,23
33588644626,World Animal Protection Danmark,World Animal Protection Danmark,797,4
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,752,6
304554445813,Videncentret Bolius,Bolius,705,3
104560517780052,Klimafolkemødet,Klimafolkemødet,698,2
178362315106,European Parliament,European Parliament,676,8
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,612,20
867877683280051,Weekendavisen,Weekendavisen,604,11
41459763029,Socialdemokratiet,Socialdemokratiet,593,12
377809518910165,Netcompany,Netcompany,584,9
