Page ID,Page name,Disclaimer,Amount spent (PGK),Number of ads in Library
765439466917271,PNG SUN,PNG SUN,103,3
104738335990390,Fnuhj-1234,These ads ran without a disclaimer,≤100,1
101082842736363,The world of reader,These ads ran without a disclaimer,≤100,1
