Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,629
Bicol Region,22732
Cagayan Valley,1876
Calabarzon,15371
Caraga,1655
Central Luzon,7625
Central Visayas,6054
Cordillera Administrative Region,1044
Davao Region,4457
Eastern Visayas,2468
Ilocos Region,4028
Metro Manila,44641
Mimaropa,3348
Northern Mindanao,5341
Soccsksargen,3277
Unknown,≤100
Western Visayas,9389
Zamboanga Peninsula,2096
