Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
654396084640049,IMM GROUP,IMM Group,786553,10
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,742604,8
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,505017,1
101478189323986,Thầy Phạm Văn Thanh Lào Cai,These ads ran without a disclaimer,315472,1
101291915685026,Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,261181,1
170438730192317,Sờn Boutique,These ads ran without a disclaimer,250000,1
246261805797148,Nhà hàng MasterChef 404 Xã Đàn,These ads ran without a disclaimer,183585,1
1831330046916094,Tuyển Dụng Giáo Viên Hà Nội,Tuyển Dụng Giáo Viên Hà Nội,174648,3
108685817326606,Truther Piece Official,These ads ran without a disclaimer,159275,1
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,151002,4
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,145371,3
101064375265743,Lương Y Phạm Văn Thanh - Chữa Dạ Dày Xương khớp Lh 0395126623,These ads ran without a disclaimer,117886,1
107966888726987,Đất Nền Quận12 _Tp HCM,These ads ran without a disclaimer,112933,1
103870899435719,Lương Y Phạm Văn Thanh _ Chữa Dứt Điểm bệnh Dạ Dày Đại Tràng,These ads ran without a disclaimer,112463,1
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,106913,1
105490382581093,Ms Hằng IELTS,These ads ran without a disclaimer,95723,2
100616169438350,Đào Minh Vương,These ads ran without a disclaimer,75938,1
153048352104402,Chương trình đào tạo cử nhân trực tuyến - Học viện Tài Chính,These ads ran without a disclaimer,64633,1
101936625657015,IMM Canada,IMM Canada,60917,1
165600847322369,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,53680,1
1433703283355526,Tủ Sách Pháp Luật,These ads ran without a disclaimer,51276,1
1727496090862110,Tuyển giáo viên TP HCM,Tuyển giáo viên TP HCM,48780,1
108715314693314,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,48504,1
100428479744928,Cổ Phần Vận Tải Ust Trước IP,These ads ran without a disclaimer,38963,2
621083371323466,인민망,These ads ran without a disclaimer,32772,1
902785046529464,Tài liệu Thi Viên Chức Giáo Dục Quảng Ngãi,Tài liệu Thi Viên Chức Giáo Dục Quảng Ngãi,25645,1
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,20162,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,15797,1
101430529594978,Nhà ở xã hội Hưng Phú 2,These ads ran without a disclaimer,2392,1
165525366896608,Soka Gakkai,These ads ran without a disclaimer,163,1
104738335990390,Fnuhj-1234,These ads ran without a disclaimer,≤100,2
476179919621255,Misbar - مسبار,These ads ran without a disclaimer,≤100,1
103269898428170,Cooking 4 All Mode,These ads ran without a disclaimer,≤100,1
185130644919625,Meta for Business,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
130369030334301,KidsRights,These ads ran without a disclaimer,≤100,1
111535111844172,VaiNovel,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
118631361198155,Drivepedia Thrills,These ads ran without a disclaimer,≤100,1
101082842736363,The world of reader,These ads ran without a disclaimer,≤100,1
