Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,33580,53
301774903545521,Brasil Paralelo,Brasil Paralelo,26489,230
241839765912021,Estratégia Concursos,ESTRATÉGIA CONCURSOS SA,12527,258
132584057957,Skol,Ambev,11101,30
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,9059,83
92227023652,Governo do Estado de São Paulo,Governo do Estado de São Paulo,6955,10
118558464851986,ACTbr,ACTbr,6438,9
255804437808407,Vale,Vale,6081,3
239665829565195,Cidade de São Paulo,Prefeitura da Cidade de São Paulo,3815,18
1549054225424161,Eduardo Moreira,Instituto Conhecimento Liberta,3612,55
105527742878890,Prefeitura do Recife,Prefeitura do Recife,3467,47
465235726843103,Ambev,Ambev,3229,4
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,3226,189
2209636419286152,Elismar Prado,Elismar Prado,3183,16
167035830067775,Prefeitura de Canoas,Prefeitura de Canoas,3171,12
102773638649611,Bruno Pereira,These ads ran without a disclaimer,2945,13
112615028303925,Nanda santana,These ads ran without a disclaimer,2829,2
110225312350543,Nova Escola,Associação Nova Escola,2787,25
333720355130,Petrobras,Petrobras,2749,11
159103797542,Greenpeace Brasil,Greenpeace Brasil,2499,154
101536482831936,Dra. Aline Fonseca,These ads ran without a disclaimer,2474,116
857694684596864,Beck's Brasil,Ambev,2425,2
316828035004008,Tribunal Superior Eleitoral (TSE),Tribunal Superior Eleitoral (TSE),2229,7
1608447079411218,Portal Concursos,PORTAL CURSOS PREPARATORIOS E OAB LTDA,2183,143
103039778175459,Hospitais PROADI-SUS,Hospital Sírio-Libanês,2165,2
110418455214538,Bernardo K.,Filhos do Trovão,2059,124
449013258505096,Prefeitura de Palmas,Prefeitura de Palmas,1939,30
128850220504786,UNICEF Brasil,UNICEF Brasil,1858,76
103039778175459,Hospitais PROADI-SUS,Hospital Alemão Oswaldo Cruz,1767,2
108015435927747,FAS - Fundação Amazônia Sustentável,Fundação Amazonia Sustentável,1584,10
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,1508,2
334514343302606,Governo do Estado do Rio Grande do Norte,PUZZLE ADS,1487,3
330379553673497,Oxfam Brasil,Oxfam Brasil,1386,95
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,1356,8
185500178231142,Governo do Maranhão,Governo do Estado do Maranhão,1345,12
117834267981711,Agata Neves,These ads ran without a disclaimer,1336,98
394623300572500,Febraban Tech,Febraban Tech,1321,9
159103797542,Greenpeace Brasil,Greenpeace Brasil,1317,18
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,1299,84
198849783539777,Buscofem,Buscofem,1165,2
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,1134,30
116260661380975,Alexia Duarte HOF,These ads ran without a disclaimer,1083,69
101189854802059,Revista Oeste,Revista Oeste,1063,25
441467489336861,Prefeitura de Sinop,Prefeitura Municipal de Sinop,1015,5
312086959420257,Diretoria de Vigilância Epidemiológica de SC,Diretoria de Vigilância Epidemiológica de SC,1001,6
201878973201295,Republicanos10,Republicanos10,948,13
479089705503936,Dep. Ricardo França,Ricardo Longatti França,931,20
935263586487050,Corona,Ambev,896,1
631711806855209,Prefeitura de Colombo,Prefeitura de Colombo,884,8
152338908863109,William Dornela,William Dornela,866,78
800191420076446,Paulo Mansur,Paulo Mansur,806,5
100343179487871,Kenny Idiomas,These ads ran without a disclaimer,801,2
134450246716954,Governo do Estado de Santa Catarina,Governo do Estado de Santa Catarina,783,49
251235795032635,Itamar Borges,Itamar Borges,753,23
1211366248899077,Prefeitura de Duque de Caxias,Prefeitura de Duque de Caxias,752,20
105262805652284,Summit Cidades,FEPESE - Fundação de Estudos e Pesquisas Socioeconômicos,743,19
105482665093882,Dra. Vivianne,Vivianne Martins Coelho e Silva,734,3
224777780881144,Visão Mundial,Visão Mundial,720,9
196638160529871,Sinait -  Sindicato Nacional dos Auditores Fiscais do Trabalho,Sinait -  Sindicato Nacional dos Auditores Fiscais do Trabalho,702,14
112021296931600,Mônica Lopes,IBPOM,687,107
165175370206522,Citi Brasil,Citi Brasil,665,1
976295639063920,Professora Andréa Paula,Professora Andréa Paula,656,85
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,652,47
142633735819987,Prefeitura do Jaboatão dos Guararapes,Prefeitura do Jaboatão dos Guararapes,597,6
169743843175117,Bruno Ganem SP,Bruno Ganem,593,32
314916388685112,Deputado Val Ceasa,Deputado Val Ceasa,542,2
163111127092232,Governo de Mato Grosso,ESTADO DE MATO GROSSO,540,2
140386962704024,Governo de Pernambuco,Governo de Pernambuco,536,29
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,519,12
432046700466455,Chamonzinho,Chamonzinho,508,7
186029714861523,Dr. Valdomiro Lopes,Valdomiro Lopes,501,6
150897651635768,Governo do Estado do Ceará,These ads ran without a disclaimer,499,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,499,14
2308676322748492,Marcio Carvalho de Sá,These ads ran without a disclaimer,476,7
