Location name,Amount spent (ARS)
Buenos Aires,1904290
Catamarca,38744
Chaco,85448
Chubut,87126
Ciudad Autónoma de Buenos Aires,699075
Corrientes,61865
Córdoba,1831311
Entre Rios,169353
Formosa,29487
Jujuy,57862
La Pampa,111587
La Rioja,22171
Mendoza,76951
Misiones,92256
Neuquén,318023
Río Negro,92836
Salta,375752
San Juan,124998
San Luis,119321
Santa Cruz,15460
Santa Fe,578240
Santiago del Estero,34868
Tierra del Fuego,65616
Tucuman,113123
Unknown,172
