Location name,Amount spent (CLP)
Antofagasta Region,153820
Araucanía Region,247717
Arica y Parinacota Region,88610
Atacama Region,48036
Aysén Region,33063
Bío Bío Region,471113
Coquimbo Region,208570
Los Lagos Region,259835
Los Ríos Region,108042
Magallanes y la Antártica Chilena Region,47174
Maule Region,205474
O'Higgins Region,195482
Santiago Metropolitan Region,2172928
Tarapacá Region,76485
Unknown,866
Valparaíso Region,512022
