Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,820,1
114601521910,Jorge Aldana,Jorge  Aldana,738,1
138816232821931,PNUD en Honduras,PNUD (Programa de las Naciones Unidas  para el Desarrollo),346,3
1519747768323108,Edil Mendez,Edil Mendez,310,3
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,222,1
643513979193133,Unidos por Beatriz,Neuma,190,8
491553204198958,Revistazo.com,Revistazo.com,189,6
101455471749065,Pipe Castillo Alcalde 2026 - 2030,These ads ran without a disclaimer,162,1
107952642129360,Por una Corte Imparcial con Justicia Social,Delmy Saray Caballero Zelaya,156,1
1149590921758901,Somos Colmena,These ads ran without a disclaimer,148,1
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,≤100,2
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,1
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,1
1314458455242369,Diputado German Altamirano,German Altamirano,≤100,1
1727280190891954,FRANCE 24 Español,These ads ran without a disclaimer,≤100,3
292129440851133,CropLife Latin America,These ads ran without a disclaimer,≤100,1
163593447726948,Jerry Pettit Music,These ads ran without a disclaimer,≤100,1
110919974897108,SH,These ads ran without a disclaimer,≤100,1
168355627035490,Jóvenes en Movimiento,These ads ran without a disclaimer,≤100,1
104763178714577,Gels MDPI,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
