Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1002
Bicol Region,10559
Cagayan Valley,3660
Calabarzon,24513
Caraga,2643
Central Luzon,15696
Central Visayas,12302
Cordillera Administrative Region,1985
Davao Region,5810
Eastern Visayas,4239
Ilocos Region,7751
Metro Manila,42521
Mimaropa,11645
Northern Mindanao,6609
Soccsksargen,4130
Unknown,≤100
Western Visayas,14806
Zamboanga Peninsula,3376
