Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,143757,5
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,134723,9
307330256067716,Red Atacama,Diarios en Red,119479,21
285417644878678,Red Antofagasta,Diarios en Red,117718,21
371453409556353,Red Coquimbo,Diarios en Red,115315,21
351583768232100,Red Tarapaca,Diarios en Red,114122,21
8093963076,Techo - Chile,Pago por TECHO Chile con créditos de anuncios de Facebook,97686,6
356972484624,Gensuite,Gensuite,86551,6
221901754840837,Acciona.Chile,ACCIONA Chile,73123,11
342240665893084,Rojo Edwards,Rojo Edwards,64790,17
1548643738480723,Asistencia Deudores,Asistencia Deudores,50717,10
239993549715970,Pablo Oliva Parra,Pablo Oliva Parra,45134,2
280326368663728,Asociación de Industriales de Iquique,Asociacion de Industriales Iquique,38543,7
26929188652,El Observatodo,MiVoz.cl,37769,76
184559421980613,Vlado Mirosevic Diputado,Vlado Mirosevic Verdugo,37558,2
117807634946410,Sociedad de Fomento Fabril (Sofofa),Sociedad de Fomento Fabril (Sofofa),35689,2
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,32032,3
109339288407350,Santuario Quitralco,Santuario Quitralco,31771,2
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,29983,1
100537472438913,Futuro Madera,Futuro Madera,28493,4
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,27532,13
1070031906390025,Camila Polizzi,Camila Alondra Polizzi Fonceca,26412,1
643513979193133,Unidos por Beatriz,Neuma,26097,8
105798328215264,Asistencia Familia,Asistencia Familia,25722,2
600661340080888,Municipalidad de Salamanca,Municipalidad de Salamanca,20790,1
103030962615298,Chile YAAC,Chile YAAC,19062,6
101439071476201,Laboratorio Chile - Teva,Laboratorio Chile S.A.,17610,1
761606963919174,Somos Aclara,Somos Aclara,14680,4
100826904957145,Centro Científico Tecnológico Región de Antofagasta,CICITEM,14327,1
391338058160314,Desafío Chile Sin Basura,Benjamín Jose Cruz Pacheco,13905,2
266574477169217,Ciudadano Videla Diputado,Elias Vaca Sanchez,11945,1
181208945236608,Patria Progresista,Patria Progresista,11502,2
103527991214141,Cero DICOM,Cero Dicom,10843,8
104224427947088,Circula el Plástico,Metrix,10763,4
184630646453529,Ramón Espinoza x Frutillar,Ramón Espinoza,9933,2
1495254187392769,Ilustre Municipalidad de Rancagua,Ilustre Municipalidad de Rancagua,9632,5
580663538777736,Consejo Minero,Feedback Comunicaciones,8255,1
350025708997760,Minera Vizcachitas,Minera Vizcachitas,8217,1
343265652503533,Municipalidad de Puchuncaví,Ilustre Municipalidad de Puchuncaví,7532,2
391942677830037,Henry Leal Bizama,Henry Leal Bizama,7024,1
337766483715142,Tremendas_cl,TREMENDAS with Facebook ad credits,7000,4
541390972732127,Consejero Regional Rodrigo Vera,Rodrigo Vera Riquelme,6398,1
100920822361338,Jorge Sepúlveda Diputado,Jorge Alejandro Sepulveda Rosales,6219,2
110951722267366,World Vision Chile,World Vision Chile,5974,2
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,5817,4
