Location name,Amount spent (BRL)
Acre (state),443
Alagoas,1692
Amapá,511
Amazonas,6963
Bahia,7270
Ceará,5150
Espírito Santo,3747
Federal District,2998
Goiás,6033
Maranhão,3005
Mato Grosso,3725
Mato Grosso do Sul,2640
Minas Gerais,18654
Paraná,9159
Paraíba,2299
Pará,5557
Pernambuco,7412
Piauí,1287
Rio Grande do Norte,2289
Rio Grande do Sul,13086
Rio de Janeiro (state),16180
Rondônia,1364
Roraima,513
Santa Catarina,7714
Sergipe,1037
São Paulo (state),38895
Tocantins,800
Unknown,≤100
