Location name,Amount spent (TWD)
Changhua,5428
Chiayi,1229
Hsinchu,2584
Hsinchu City,4818
Hualien,2228
Kaohsiung,18379
Keelung City,2278
Kinmen,290
Lienchiang,≤100
Miaoli,2568
Nantou,2152
New Taipei City,29082
Penghu,414
Pingtung,4458
Taichung,21774
Tainan,11487
Taipei,23452
Taitung,1393
Taoyuan City,17012
Unknown,2396
Yilan,1993
Yunlin,3625
