Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
208661552479830,日本財団,Shigeru Fujita,146020,8
1904070096535109,スマート選挙,株式会社センキョ,120572,33
475681929154100,国連UNHCR協会,国連UNHCR協会,105434,12
112523977041775,参政党,参政党,94182,16
684161888345926,西日本新聞me,西日本新聞me,26223,18
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,21672,14
543662599325014,地方移住・関係人口創出のプラットフォーム【ネイティブ. メディア】,ネイティブ株式会社,14555,6
107313352292674,栄ひろみ,栄ひろみ事務所,14142,14
103914976352692,選挙ドットコム,イチニ株式会社,10972,1
110293788602871,天野英雄（岡山県笠岡市･自民党）,天野英雄（岡山県笠岡市･自民党）,9247,2
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,7766,1
325980410778249,原発ゼロへのCountDown inかわさき　,原発ゼロへのカウントダウンinかわさき,7725,1
571443836691356,Fossil Free Japan,These ads ran without a disclaimer,7348,3
105675478186991,金井たかし　江戸川区の政策研究,金井 高志,7017,2
102468941548369,宮城県民共済,宮城県民共済,6408,3
102658591823560,2023年以降の未来予測,These ads ran without a disclaimer,5930,10
103817759311985,小林たけし（自民党）川崎市麻生区で政治活動中！,小林たけし,5378,1
968050086653224,ベルエポック美容専門学校,These ads ran without a disclaimer,4615,1
418866171492742,株式会社Legaseed,These ads ran without a disclaimer,4450,6
981456705576473,Datadog Japan,These ads ran without a disclaimer,4446,4
2317579431859030,岐阜県議会議員 さとう武彦,岐阜県議会議員 さとう武彦,4202,1
102104016089903,上田かずき,上田かずきと共に未来を考える会,4148,21
100251962938282,スピリチュアル心理,These ads ran without a disclaimer,4032,1
102057562724312,自治体実務Webセミナー,自治体実務Webセミナー,3490,2
109760801771369,橋本 みきひこ,橋本 みきひこ,3087,4
115053374813920,BizFul/ビズフル - ビジネスに役立つ資料が見つかる,株式会社ビズフル,3077,8
237621741542989,実践型財務戦略アカデミー「布井塾」,These ads ran without a disclaimer,3004,1
113714531652580,中村裕一のページ,中村 裕一,2237,3
106300027813575,みんなで鯖江をつくる会,みんなで鯖江をつくる会,2154,1
288385447888433,公益財団法人モラロジー道徳教育財団,公益財団法人モラロジー道徳教育財団,2096,1
105458429152816,清水直幸後援会｜清水直幸とよいまちを子どもにわたす会,Ryo Shimizu,2047,2
100554152593223,堤じゅん太事務所 【京都府議会議員】,堤 じゅん太,1898,1
104525832559827,ごとう慎太郎,後藤　慎太郎,1875,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1875,1
270368192998908,世田谷区議会議員  あべ力也,阿部 力也,1842,1
151214938794853,ミエセン,ジャッグジャパン株式会社,1516,9
105407091130238,山下洋輔 千葉県議会議員選挙（柏市）候補予定者/立憲民主党,Yosuke Yamashita,1499,1
1671853216366712,東こう史ひろ,東猴史紘,1353,1
288301635169706,たかはま なおき　文京区議会議員,高浜 直樹,1217,2
111452121171849,選挙しか勝たん！しんどい地獄の政治活動は業者に頼む！「どぶ板選挙ドットウィン！」緊急相談窓口「03-6915-2310」,成田幹男,1204,1
105331995440600,アースバランス　ラボ,These ads ran without a disclaimer,1167,1
1454796194806512,文京区議会議員 海津 敦子 かいづあつこ,海津敦子,1120,1
108491485442354,下川たかひこ後援会,下川たかひこ後援会,1109,4
341085439782585,富田けんじ（立憲民主党＠練馬）,Kenji Tomita,1077,2
104124041821457,Beauty Channel,These ads ran without a disclaimer,981,1
108954555045499,町田てるよし後援会,町田てるよし後援会,933,1
102011492217555,Toplotion /トップローション,These ads ran without a disclaimer,825,2
104533215755145,ZOE_Japan,ZOE Japan,778,1
100555038096269,Central-tanshi FX,These ads ran without a disclaimer,748,1
881025135256351,Japan In-depth,Japan In-depth,691,3
547986165247623,NPO法人 多民族共生人権教育センター,NPO法人 多民族共生人権教育センター,656,1
1677419399148240,たはら亮 後援会（朝霞市）,Ryo  Tahara,550,1
107071225655646,島田かおる後援会,島田 薫,545,1
259163764160829,FoE Japan,FoE Japan,543,3
1608284709385449,坂口あきのり後援会,坂口あきのり後援会,531,2
1607696895913679,日経プラス９サタデー　ニュースの疑問,Takamasa Kikawa,498,1
489557227903715,伊藤ゆう- 都議会議員／目黒区,伊藤悠,482,1
286961748136968,目黒区議会議員　河野陽子,Yoko Kono,435,1
498506186984315,多摩市議会議員・藤條たかゆき,Takayuki Tojo,404,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,401,3
309591236426187,佐倉市議会議員　岡野あつし,Atsushi Okano,397,1
139266733460858,NECO,一般社団法人自然エネルギー共同設置推進機構,369,1
172546263271651,福島りえこ【都民ファーストの会東京都議団 / 世田谷区】,Rieko Fukushima,365,1
123217824515511,牛見 航  /  山口県防府市議会議員,Wataru Ushimi,359,1
256504371891671,the-issues.jp,株式会社issues,348,2
243143172757375,情報ドットコム（K.Oshima）,大島 和彦,300,3
104837455833648,Issues_ad,株式会社issues,195,3
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,190,1
106243634054070,Hawaiian Legacy Reforestation Initiative,These ads ran without a disclaimer,158,1
195527633503,Famille Perrin,These ads ran without a disclaimer,≤100,1
101128885421956,Diggy_boo,These ads ran without a disclaimer,≤100,3
289931618238873,法輪功は素晴らしいですが、なぜ迫害されたのか,Luu Nga,≤100,1
106198279062104,Japão.Online,Japão.Online,≤100,1
105358418121058,マンガがうがう,These ads ran without a disclaimer,≤100,2
109662488246997,Explore Haikou,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,3
103789762224168,Xender emmanuel the  Internet Analyst,These ads ran without a disclaimer,≤100,1
103074049372437,AeSci,These ads ran without a disclaimer,≤100,1
144580066134672,Economist Impact,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
435272526866135,North American Kurdish Alliance - NAKA,These ads ran without a disclaimer,≤100,1
805499066304399,Centre for International Studies and Development,These ads ran without a disclaimer,≤100,1
111168231729960,前野まみこ,前野まみこ,≤100,1
