Location name,Amount spent (CZK)
Central Bohemian Region,37625
Hradec Králové Region,15978
Karlovy Vary Region,9480
Liberec Region,13308
Moravian-Silesian Region,33041
Olomouc Region,19328
Pardubice Region,15072
Plzeň Region,18235
Prague,61338
South Bohemian Region,19511
South Moravian Region,37966
Unknown,≤100
Vysočina Region,14291
Zlín Region,16112
Ústí nad Labem Region,24881
