Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
113432613540693,وزارة الصحة والسكان المصرية,وزارة الصحة والسكان المصرية,14721,40
798673866859390,ETC TV,ETC TV,3859,46
106088658611833,المرشح الرئاسى احمد الفضالى,المرشح الرئاسى احمد الفضالى,2944,4
384511478794856,Thndr ثاندر,These ads ran without a disclaimer,2906,6
101009088774421,حزب حماة الوطن,حزب حماة الوطن,2521,7
550280998481446,Rasha Kelej,Rasha Kelej,2229,18
116050688227143,عقارات العاصمة الادارية الجديدة,These ads ran without a disclaimer,1164,2
112955485159674,مدحت الكمار ــ Medhat Al.Kammar,مدحت محمد عطية الكمار,1121,14
1440732656173900,EDU Gate,These ads ran without a disclaimer,1110,1
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,1019,6
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,886,3
103283332669003,مؤسسة جمال الجارحي للتنمية المجتمعية,مؤسسة جمال الجارحي للتنمية المجتمعية,877,1
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,790,4
2204675979760350,حزب مستقبل وطن - محافظة المنوفية,These ads ran without a disclaimer,780,1
308088503057656,النائب محمود عصام,النائب محمود عصام,585,6
927829383900542,وزارة التخطيط والتنمية الاقتصادية,وزارة التخطيط والتنمية الاقتصادية,473,4
117690156743688,النائب حافظ عمران,النائب حافظ عمران,441,4
105521541947546,عيادات اطباء القاهرة Cairo Doctors Clinics في أسوان و الأقصر,These ads ran without a disclaimer,436,1
192320965049184,الإعلامية نيفين منصور,الإعلامية نيفين منصور,415,4
432519260103603,Flair Magazine,These ads ran without a disclaimer,302,1
199703440927711,Print Shop,These ads ran without a disclaimer,264,1
100427812819609,زيارات أفضل أساتذة العظام من القاهرة لمحافظات الصعيد,These ads ran without a disclaimer,244,1
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,234,4
106586485351141,أشرف الشبراوي أبو العلا - Ashraf Abo Elela,أشرف الشبراوي أبو العلا - Ashraf Abo Elela,233,3
2035593490055091,النائب عمرو القطامي,النائب عمرو القطامي,228,2
103791816136887,مستر محمود عباس,These ads ran without a disclaimer,216,1
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,211,5
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,198,2
116162031437395,Ali Elshraee - على الشريعي,Ali Elshraee - على الشريعي,184,4
666470146818916,مؤسسة جبر القلوب - GabrAlqulub,مؤسسة جبر القلوب - GabrAlqulub,169,3
249311655141261,Hala Abou Elsaad - هالة ابو السعد,Hala Abou Elsaad - هالة ابو السعد,164,4
102521556232446,أساس ميديا مصر - Asas Media Egypt,asasmedia,145,1
155829776569894,محبي النائب عصام دياب - Ultras Essam Diab,محبي النائب عصام دياب - Ultras Essam Diab,137,4
743199805779919,الموقف المصري,These ads ran without a disclaimer,124,1
102765221685871,كشف فساد مجلس اداره قريه ذهبيه,كشف فساد مجلس اداره قريه ذهبيه,124,2
176956519017843,الحزب المصري الديمقراطي الاجتماعي,الحزب المصري الديمقراطي الاجتماعي,120,1
110006022098576,Global PHDC,These ads ran without a disclaimer,116,1
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,114,2
103429981452280,Hesham ElhagAly - هشام الحاج علي,Hesham ElhagAly - هشام الحاج علي,112,5
109007530967790,Mohamed Hussein ElHamamy  - النائب محمد حسين الحمامى,Mohamed Hussein ElHamamy  - النائب محمد حسين الحمامى,101,1
103291013528894,Dr.Mokhtar Gomaa,Dr.Mokhtar Gomaa,≤100,1
327693193927556,جريدة المال,These ads ran without a disclaimer,≤100,1
111086937788265,موقع تحيا مصر - Tahiamasr News,موقع تحيا مصر - Tahiamasr News,≤100,4
535371883202755,Freddy Elbaiady  صفحة فريدي البياضي,Freddy Elbaiady  صفحة فريدي البياضي,≤100,1
100369079577438,نقابة المحامين المصرية,نقابة المحامين المصرية,≤100,1
118932207798163,Rehab Eltehewy - رحاب التحيوي,Rehab Eltehewy - رحاب التحيوي,≤100,2
104421931606476,النائب أحمد دياب,النائب أحمد دياب,≤100,3
101361307958442,Mohamad ElGarhy,Mohamad ElGarhy,≤100,1
105872082337085,النائب أحمد عبدالجواد,النائب أحمد عبدالجواد,≤100,1
104198795953934,أصدقاء مرضى الأورام بالشرقية,أصدقاء مرضى الأورام بالشرقية,≤100,1
692939830826213,Mohamed Badran  محمد بدران,Mohamed Badran  محمد بدران,≤100,1
318749652165610,مؤسسة آل سعيد الشبراوي للتنمية,مؤسسة آل سعيد الشبراوي للتنمية,≤100,1
115187624771624,مطبعه المتحدة 2,These ads ran without a disclaimer,≤100,1
100473238262224,Energy News - أخبار البترول والطاقة,These ads ran without a disclaimer,≤100,1
414432332444572,Sameh ELShimy - النائب/سامح الشيمي,Sameh ELShimy - النائب/سامح الشيمي,≤100,1
1012904038778488,سامح فتحي حبيب,سامح فتحي حبيب,≤100,1
231494494748857,أمانة المجالس النيابية والمحلية - حزب حماة الوطن أمانة القاهرة,أمانة المجالس النيابية والمحلية - حزب حماة الوطن أمانة القاهرة,≤100,1
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,≤100,2
595025640685644,النائبة شيرين عبد العزيز - Sherin abdelaziz,النائبة شيرين عبد العزيز - Sherin abdelaziz,≤100,1
2276651025709247,الدكتور هاني سامح المحامي,These ads ran without a disclaimer,≤100,1
279224125621229,قناة مكملين - الرسمية,These ads ran without a disclaimer,≤100,2
900337800058784,برنامج الو مكملين,These ads ran without a disclaimer,≤100,2
109967521786747,أغانى  الانتخابات,أغانى  الانتخابات,≤100,2
282421105588262,Alraees News- الرئيس نيوز,Alraees News- الرئيس نيوز,≤100,1
107096734501088,النائبة منى عمر عضو مجلس النواب,النائبة منى عمر عضو مجلس النواب,≤100,1
101585846062627,ضحايا نادي وادي دجلة,ضحايا نادي وادي دجلة,≤100,1
732845453568357,Dr. Diae Diab - aacseg - Anglo American Cosmetic Surgery in Egypt,These ads ran without a disclaimer,≤100,1
108927510969680,الصفحة الرسمية للنائبة د. صبورة السيد,الصفحة الرسمية للنائبة د. صبورة السيد,≤100,1
116232578055472,SBH Education,These ads ran without a disclaimer,≤100,1
109096874777571,محمد عبدالبارى-Mohamed abdelbari,محمد عبدالبارى-Mohamed abdelbari,≤100,1
104611946000413,المش محايد,These ads ran without a disclaimer,≤100,1
2008955655869297,FoxBooks - كتابك لبابك,These ads ran without a disclaimer,≤100,1
104864037834748,المستشار شعبان رأفت عبداللطيف,المستشار شعبان رأفت عبداللطيف,≤100,1
117197414641940,أحمد سمير - الصفحــة الرسمية,These ads ran without a disclaimer,≤100,3
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,1
