Location name,Amount spent (VND)
An Giang Province,14811
Bà Rịa–Vũng Tàu Province,21070
Bình Dương Province,59504
Bình Phước Province,14805
Bình Thuận Province,14761
Bình Định Province,63405
Bạc Liêu Province,7462
Bắc Giang Province,34947
Bắc Kạn Province,4851
Bắc Ninh Province,16680
Bến Tre Province,12495
Cao Bằng Province,111104
Cà Mau Province,10756
Cần Thơ,12893
Da Nang,23963
Gia Lai Province,14172
Haiphong,27096
Ho Chi Minh City,252805
Hà Giang Province,6418
Hà Nam Province,8404
Hà Tĩnh Province,35583
Hòa Bình Province,10614
Hưng Yên Province,9085
Hải Dương Province,24329
Hậu Giang Province,2258
Khánh Hòa Province,19917
Kiên Giang Province,13078
Kon Tum Province,4573
Lai Châu Province,3177
Long An Province,15862
Lào Cai Province,9044
Lâm Đồng Province,13821
Lạng Sơn Province,14379
Nam Định Province,19105
Nghệ An Province,115539
Ninh Bình Province,8744
Ninh Thuận Province,5789
Phú Thọ Province,22272
Phú Yên Province,8065
Quảng Bình Province,23494
Quảng Nam Province,18871
Quảng Ngãi Province,12802
Quảng Ninh Province,16086
Quảng Trị Province,12211
Sóc Trăng Province,8732
Sơn La Province,11195
Thanh Hóa Province,45425
Thái Bình Province,15861
Thái Nguyên Province,33822
Thừa Thiên–Huế Province,20698
Tiền Giang Province,12379
Trà Vinh Province,8395
Tuyên Quang Province,9642
Tây Ninh Province,21281
Vĩnh Long Province,5115
Vĩnh Phúc Province,12822
Yên Bái Province,58889
Điện Biên Province,10885
Đắk Lắk Province,24990
Đắk Nông Province,6986
Đồng Nai Province,52164
Đồng Tháp Province,12256
