Location name,Amount spent (NZD)
Auckland Region,2172
Bay of Plenty Region,481
Canterbury,1023
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,211
Manawatu-Wanganui,282
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,175
Otago,750
Southland,≤100
Taranaki,123
Tasman District,≤100
Unknown,≤100
Waikato,1104
Wellington Region,803
West Coast,≤100
