Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1585
Bicol Region,7296
Cagayan Valley,4552
Calabarzon,33796
Caraga,3281
Central Luzon,19696
Central Visayas,12650
Cordillera Administrative Region,3196
Davao Region,10244
Eastern Visayas,5780
Ilocos Region,7078
Metro Manila,52356
Mimaropa,4011
Northern Mindanao,6699
Soccsksargen,5880
Unknown,≤100
Western Visayas,10646
Zamboanga Peninsula,3833
