Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
325540631525675,En La Tecla,En la Tecla,988359,8
105902187763083,Edgar A. Colmán - Ministro de la Juventud,Edgar Abdón Colmán Miranda,917431,2
102266292553995,Sucia Política,Diego Ricardo Ramírez,667589,6
241512319274531,Sixto Pereira,Sixto Pereira,544919,3
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,508583,6
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,433028,12
1468570519872644,Santiago Peña,PRANA SA,374312,4
102467002671611,Jorge Heisecke,Jorge Heisecke,330161,3
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,242770,5
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,160779,4
517426394969535,Ricardo Canese,Ricardo Canese,132611,6
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,125834,8
184860595385745,Ing. Roberto Jiménez - Concejal,Roberto Fernando Jimenez Ayala,96345,3
102940895895901,Victor Herreros Gimenez,Victor Herreros,77043,3
802326039966661,Paraguayo Cubas Colomés,These ads ran without a disclaimer,71560,1
613444678793192,Josías Escobar Concejal 2023,Josía Eliezer Escobar Fernandez,64667,1
1743207422388410,Paraguay Vota,Pablo Benítez,58716,1
1094373423935985,German Solinger,Grissel Zárate Sotelo,52330,1
100566575581065,Ramón Montanía,Ramón Montania Fernandez,45505,1
108232338616875,María Stela Invernizzi,Alejandro David Fernandez Silva,44477,2
338961084535,WWF Paraguay,WWF Paraguay,44037,2
103759862278474,Victor Miranda Py,Clicnovo,44037,2
725834240910220,Noticiero Paraguay,Noticiero Paraguay,43780,3
102887709202228,Pedro Mayor Martinez- Candidato a Senador,Antonio Morinigo,43428,2
103373961784268,Giani Ramírez,Giani Ramírez,42565,2
107558844100122,Pastor Filártiga,Pastor Filártiga,41601,1
108982768685910,Cynthia Rios Candidata,Wilson Armoa,37431,1
1441704549436832,Regina Rios,Regina Rios Irala,36697,1
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,33771,1
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,32335,1
1510805942583059,Norma Zarate de Monges,Norma Zarate,30488,1
101986861866371,Tía Ida - Diputada 2023,Jazmin Thamara Elizabeth Ortiz De Bonzi,25527,2
1711765125817047,Aldo Florentin,IMAGEN DE GOBIERNO,24980,1
110665567053224,DimartinoIntendente,Jorge Dimartino,24776,8
388077265097651,Romualdo Bogado,Romualdo Bogado Quiñonez,24080,2
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,22018,1
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,22018,1
613341488786700,Miguel Del Puerto,Miguel Angel Del Puerto Silva,18560,1
108824810612735,Ing. Jorge Palazón,Jorge Palazon,18356,1
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,16636,2
1151984808290856,Hugo Portillo,Hugo Portillo,16188,1
104456201144006,Alba Oviedo,Alba Nieve Oviedo De Torres,15886,1
106008797475136,Nicolás Verón,Gilberto Nicolas Veron Benitez,15266,1
2033757383511165,Mario Paz Castaing,Rocio Magali Moreno Vera,15158,1
101557432041474,Levi Leguizamón,Levi Leguizamón,12712,2
114574908102864,Alianza VAMOS Por Boquerón,Alianza Vamos Por Boquerón,10753,1
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,10643,1
103557321384387,Blanca Ríos-Moroti,Ricardo Arial Martinez Arquello,9815,1
107892591960886,Lorena Barrios Concejal Departamental,Lorena Barrios,9509,1
181461032397199,Billy Vaesken,Billy Vaesken,8385,1
1753251591598763,Dani Mujica,Celso Kevin Ramon Sánchez Florentin,7643,1
101359268928132,Dr Juan Benitez,Juan Ramon Benitez Rios,7468,1
141678063114851,Ruben Velazquez,Dalva Natividad Acosta Vallejos,7103,1
107686348789567,Alberto Ayala 123,Adan Alberto Ayala,6892,1
518726648648192,Carlos Arrechea,Carlos Arrechea,6284,1
255852854856739,"Marco Augusto Ferreira, Autor",Marco Augusto Ferreira Acuña,6253,1
255852854856739,"Marco Augusto Ferreira, Autor",Marco Augusto Ferreira Acuña,6253,1
100265174952816,Cesarito Sosa,César Luis Sosa Fariña,1886,1
107833595148374,Diputado José Rodríguez 2023 - 2028,Diputado José Rodríguez 2023 - 2028,1819,1
111912341409356,Centinela del Norte,Centinela del Norte,1670,1
106438588789107,Luis Palacios Intendente,Viviano Baez Gonzalez,1628,1
102527209215235,Viviane Olívia,These ads ran without a disclaimer,1388,5
109554841853881,Bernardo Barrios,Bernardo Barrios Samudio,1122,1
106738282175655,Fernando Pintos - Concejal Departamental,Fernando Pintos Mereles,667,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,2
498022813689642,Oscar González Drakeford,IMAGEN DE GOBIERNO,≤100,1
133945616646913,RioOnWatch.org,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,3
102446855386434,xose_gabriel_vazquez,These ads ran without a disclaimer,≤100,1
385385178182941,SIGNUS Ecovalor,These ads ran without a disclaimer,≤100,1
227622537655549,CGTN en Español,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
