Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,4441,20
107217383988190,מגזין אפוק,Epoch Magazine,4271,72
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,3130,66
109049212192912,יעקב בורובסקי-לראשות העיר חיפה,יעקב בורובסקי-לראשות העיר חיפה,2813,12
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,1696,4
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,1639,9
115456451553737,יונה יהב,יונה יהב,1552,6
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1358,8
1197610913585169,אורנה ברביבאי - Orna Barbivay,אורנה ברביבאי - Orna Barbivay,1235,6
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,1217,7
500238833397356,ציפי ברנד,ציפי ברנד,1119,29
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,1101,47
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,1101,17
1073548259341247,לובי 99,לובי 99,1086,5
219091481560790,מרים פיירברג - איכר,נתניה אחת,1063,6
1694881230559425,אבירם דהרי,אבירם דהרי,1054,8
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,1033,2
1662907067255622,איגוד הגז הטבעי,Unik,1009,4
1678753882355496,איגוד העובדות והעובדים הסוציאליים,איגוד העובדות והעובדים הסוציאליים,1000,1
124191360932729,התעוררות בירושלים,התעוררות בירושלים,935,23
197318587089671,יורם שמעון - Yoram Shimon,יורם שמעון - Yoram Shimon,929,2
204780362875106,מקור ראשון,מקור ראשון,885,45
111207016890796,Liora Levy - ליאורה לוי,נתניה אחת,815,4
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",801,38
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,750,2
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",726,11
256546887847232,עיריית רמת גן,עיריית רמת גן,678,4
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,633,5
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,626,4
112933168448095,בת שבע אבוחצרה - לראשות העיר כרמיאל,בת שבע אבוחצרה - לראשות העיר כרמיאל,625,3
281777035357977,איתמר בן גביר,איתמר בן גביר,602,1
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,596,2
474079052648531,יועז הנדל   Yoaz Hendel,יועז הנדל,586,1
525508244192924,אלי לנקרי - Eli Lankri,אלי לנקרי - Eli Lankri,568,6
163213311020271,רונן סלטון לראשות המועצה,רונן סלטון לראשות המועצה,534,7
979469898759509,יוסי חביליו - Yosi Havilio,יוסי חביליו - Yosi Havilio,478,12
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,477,16
104222621115858,הביטחוניסטים,הביטחוניסטים,468,11
219236568818575,גלית שאול - ראשת מועצת עמק חפר,גלית שאול - ראשת מועצת עמק חפר,465,6
108212852272431,ג'קי יעקב צבי,יעקב ג'קי צבי לראשות המועצה,443,6
313229072156432,ארקדי פומרנץ - Arkady Pomeranz,ארקדי פומרנץ - Arkady Pomeranz,424,1
104020512761050,أجا الوقت,Standing Together,420,2
1510157982620509,הלן גלבר - Helen Gelber,הלן גלבר - Helen Gelber,417,12
231854074020198,יחד בראשות עדי פרילינג אנקורי,יחד בראשות עדי פרילינג אנקורי,409,1
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,408,2
369655989728696,אסף דעבול - Asaf Daabul,אסף דעבול - Asaf Daabul,398,5
361464970647064,זהר בלום - Zohar Blum,זהר בלום - Zohar Blum,395,2
117177111377152,Шломи Лахьяни,שלומי לחיאני,381,1
1384004838583167,רונן פלוט - Ronen Plot,רונן פלוט - Ronen Plot,379,5
536667660149293,מתן כהנא Matan Kahana,מתן כהנא Matan Kahana,378,1
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,363,16
128834187134576,Ahmad Tibi احمد طيبي,Ahmad Tibi احمد طيبي,345,2
877405719007268,מכון ארגמן - Argaman Institute,מכון ארגמן,340,22
1954699454767994,שי זולדן - Shay Zoldan,שי זולדן,339,10
105739405877681,יחיאל לסרי - Yechiel Lasry,יחיאל לסרי,338,4
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,336,3
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",332,13
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,330,6
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,330,18
316346795391337,"פתח לתקווה - בראשות עו""ד אורנה דוידאי","פתח לתקווה - בראשות עו""ד אורנה דוידאי",329,7
107058789108097,יאיר מעיין - Yair Maayan,יאיר מעיין,326,8
157376104309842,מרצ הרצליה,מרצ הרצליה,318,6
279345532129864,ההסתדרות הציונית העולמית,ההסתדרות הציונית העולמית,312,4
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,311,1
1129270547137227,EcoHeat,"אקוהיט מערכות חימום בע""מ",308,1
1457440094475905,Stav Shaffir סתיו שפיר,Stav Shaffir סתיו שפיר,301,3
240220956154452,שירי חגואל - סיידון,נתניה אחת,300,1
109523830757998,דמוקרטtv,דרכנו,296,2
124894077550811,ישראל חופשית,ישראל חופשית,295,8
493870400705407,"ד""ר אלי לחמני","ד""ר אלי לחמני",291,3
120240631007633,הילה לנקרי-מיוסט,הילה לנקרי-מיוסט,284,4
119889504408611,שלומי קדוש חבר מועצת העיר קרית ים,שלומי קדוש חבר מועצת העיר קרית ים,279,3
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,278,28
113920975088292,טוב לדעת,טוב לדעת,277,4
106895605678077,מחאת המילואימניקים,מילואימניקים,274,1
106729829160918,גייל שורש לראשות העיר רמת השרון,free ramat hasharon,272,10
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,271,2
104404418153739,דנית ברביבאי,דנית ברביבאי,262,1
112169951926386,אלון רוזן,אלון רוזן,259,2
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",256,9
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,255,4
102130312025727,נירה שפק - Nira Shpak,נירה שפק - Nira Shpak,251,4
105275438920642,חדשות גוש דן,These ads ran without a disclaimer,248,4
224993517556428,Da'am Party - מפלגת דעם - حزب دعم,Da'am Party - מפלגת דעם - حزب دعم,248,3
233543866802446,גבריאל ריזינשוילי - Gabriel Rizinashvili,גבריאל ריזינשוילי - Gabriel Rizinashvili,247,3
954415847987172,תעסוקה שווה - פתרונות תעסוקה למעסיקים ולאנשים עם מוגבלות,תעסוקה שווה - פתרונות תעסוקה למעסיקים ולאנשים עם מוגבלות,238,29
284842737603,Yesh Din  ييش دين  יש דין,יש דין ארגון מתנדבים לזכויות אדם,234,2
115411601520704,מיכל עוזיהו לראשות המועצה האזורית  אשכול,מיכל פלג עוזיהו,231,10
107124799990825,חן שרייבר-נשיא לשכת רואי החשבון בישראל,חן שרייבר,229,6
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,225,2
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,225,2
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,216,3
108979322204008,יוסי דגן - yosi dagan,יוסי דגן - yosi dagan,214,1
137845863501266,Ронен Плот,Ронен Плот,213,5
1376946122530211,ניסן בן חמו - Nisan Ben Hamo,ניסן בן חמו - Nisan Ben Hamo,212,10
114201461733889,"מיכאל וידל- ראש עיריית רמלה, העמוד הפוליטי",ראש העיר מיכאל וידל,212,2
319883612234507,ליאור שמחה - Lior Zimche,ליאור שמחה - Lior Zimche,210,4
269134040188575,Shimon Katznelson - שמעון כצנלסון,Shimon Katznelson - שמעון כצנלסון,209,2
1372218169585611,"איתי מתיתיהו - סגן ראש העירייה, יו""ר רשימת יש עתיד וצעירי ראשון לציון","איתי מתיתיהו - סגן ראש העירייה, יו""ר רשימת יש עתיד וצעירי ראשון לציון",209,2
102121338712376,פורום עפולה,פורום עפולה,208,2
1395918227341473,עיריית חדרה,עיריית חדרה,204,1
113667445129470,Helen Gelber - Элен Гельбер,הלן גלבר,203,1
315149999091604,אביש שלמה לראשות מועצה אזורית מנשה,אביש שלמה לראשות מועצה אזורית מנשה,202,10
756869797682674,Свободный Израиль,Свободный Израиль,201,2
109942118684738,אילנה נג׳ר - חברת מועצת העיר בת ים,אילנה נג׳ר - חברת מועצת העיר בת ים,200,2
1244297295663794,שלמה נאמן - Shlomo Neeman,שלמה נאמן - Shlomo Neeman,198,5
106399699069435,משרד עורכי דין טל אופיר - Tal Ofir Law Firm,These ads ran without a disclaimer,197,1
546024288762312,"ד""ר יחיאל לסרי","ד""ר יחיאל לסרי",195,2
263337740379308,Ran Rahav,Ran Rahav Communications & Public Relations LTD,191,4
790149967713981,דרכנו,דרכנו,189,1
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,188,1
109717378827781,באה בטוב - קרן מקסימוב ברנדס לראשות העיר רמת השרון,Keren-MB - קרן מקסימוב ברנדס,187,1
380816475304653,Yuval zellner - יובל צלנר,Yuval zellner - יובל צלנר,187,4
104221385973111,אלי אנקונינה-  ראש  העיר אור עקיבא,אלי אנקונינה-  ראש  העיר אור עקיבא,187,1
105744449044010,Алон Азулай,Алон Азулай,187,3
102524746200583,רחמים מלול - ראש עיריית רחובות,רחמים מלול,187,2
103851895179872,אמהות לביאות,אמהות לביאות,186,3
