Location name,Amount spent (VEF)
Amazonas,153586
Anzoátegui,2353366
Apure,1044337
Aragua,2827590
Barinas,1805421
Bolívar (state),3324129
Capital District,3856758
Carabobo,4068385
Cojedes,783253
Delta Amacuro,261084
Falcón,1892609
Guárico,1506521
Lara,2862243
Miranda (state),2125507
Monagas,1316506
Mérida,2108243
Nueva Esparta,783274
Portuguesa,1687607
Sucre,1316506
Trujillo,1544337
Táchira,2965452
Unknown,≤100
Vargas,576090
Yaracuy,1396851
Zulia,7254740
