Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
168286823190319,Cámara de Industrias de Costa Rica,Cámara de Industrias de Costa Rica,14130,1
102084562479533,Digital506,Digital506,10669,7
265843867173714,La Revista,La Revista,3526,2
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,3261,1
1697191247176676,Diego Miranda Méndez,Diego Miranda Méndez,3148,3
117476041631671,AmCham Costa Rica,AmCham Costa Rica,2717,1
114217998201885,Carlos Sequeira,SEPROGO,2174,1
102643532445938,Ada Acuña - Diputada,Jacqui Solano,1877,1
100501059693877,Johan Smith Gamboa Precandidato Alcaldía San José PNG,Johan Smith Gamboa Precandidato Alcaldía San José PNG,1766,1
110229697990927,Pablo Sibaja - Diputado,Pablo Sibaja Jiménez,933,1
158714780827513,UNFPA,These ads ran without a disclaimer,728,3
1564830553770208,Encuentro Municipal,José Luis Jimenez Robleto,643,1
109255545367351,ancestralhabits,These ads ran without a disclaimer,543,1
2003811319668592,Partido Unidos Podemos - Parrita,Partido Unidos Podemos - Parrita,437,1
1656590977890066,IDEO U,These ads ran without a disclaimer,207,1
105073207967492,CTG Perú,These ads ran without a disclaimer,114,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
102187272839185,VEnde MÁgicamente,These ads ran without a disclaimer,≤100,3
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,1
121031430930858,L. Juan Miller - Senior Developer,These ads ran without a disclaimer,≤100,2
2272627156357949,Newest Crowdfunding Inventions,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
218798922334223,COFCO,These ads ran without a disclaimer,≤100,1
116934494636757,Nifty News,These ads ran without a disclaimer,≤100,2
501875056613491,ELLAS - Mujeres y Filantropía,These ads ran without a disclaimer,≤100,1
618086438391102,Taiwan in the EU and Belgium,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
1883003128429295,Queer Majority,These ads ran without a disclaimer,≤100,1
