Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
1468570519872644,Santiago Peña,PRANA SA,18633406,60
196599783696918,Efrain Alegre,Comunicá,2792656,140
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,1960808,9
110447625137045,Pilar Callizo,PautaPY,1226680,3
1692624097481207,Mujeres GANAR,Mujeres GANAR,1218157,49
102467002671611,Jorge Heisecke,Jorge Heisecke,1023536,13
132554373464255,La Nación,La Nación,861749,22
103771265752808,Vysokolán,Stephan Vysokolán,809834,4
325540631525675,En La Tecla,En la Tecla,730707,11
1310731702357133,GEN,GEN,641070,8
105052422297773,Pedrito Gómez,Maria Jose Castillo Vega,576091,17
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,555770,7
153958777947957,Paulo Reichardt,Paulo Reichardt,515657,15
102266292553995,Sucia Política,Diego Ricardo Ramírez,511717,8
532716330164048,Sole Núñez,Sole Núñez,481594,36
102963512483270,PyElige,PY Elige,401512,6
518726648648192,Carlos Arrechea,Carlos Arrechea,395426,7
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,392272,9
105947518752311,Agustin Saguier,Agustin Saguier,381086,6
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,366828,29
498022813689642,Oscar González Drakeford,Oscar González,362285,12
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,361533,11
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,358423,7
107104641909575,Rubén Rubin,Rubén Rubin,353507,4
100959471597014,José Antonio Galeano,José Antonio Galeano,343451,13
1753251591598763,Dani Mujica,Dani Mujica,328369,21
102649292598442,Senador Hugo Richer,Senador Hugo Richer,310239,13
105796025619350,Tati Giménez Diputado 2023,Tati Giménez Diputado 2023,281996,4
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,276473,6
614795685343483,Belén Maldonado,Belén Maldonado,269148,8
106257452820864,Tito Saguier,PautaPY,259133,4
114556537799812,Victor Hugo Forneron Gobernador,Jorge Sanchez,231637,1
113351910838827,Alma Cívica,Alma Cívica,224773,14
532716330164048,Sole Núñez,PautaPY,217467,1
1711765125817047,Aldo Florentin,IMAGEN DE GOBIERNO,200744,6
103681832340596,Kpeto Cano,Kpeto Cano,198673,4
