Location name,Amount spent (USD)
Bale,≤100
Bam,≤100
Bazega,≤100
Boulgou,≤100
Boulkiemde,≤100
Gourma,≤100
Houet,≤100
Kadiogo,≤100
Kenedougou,≤100
Komoe,≤100
Leraba,≤100
Mouhoun,≤100
Naouri,≤100
Noumbiel,≤100
Oudalan,≤100
Poni,≤100
Sanguie,≤100
Seno,≤100
Sourou,≤100
Tuy,≤100
Yatenga,≤100
Zondoma,≤100
