Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
11449543593,Carlos Ocariz,an advertiser in Venezuela,26212266,131
108236238428619,Concejo Municipal de Maracaibo,an advertiser in Venezuela,24842278,2
672164393254350,porvenezuelaaa,These ads ran without a disclaimer,3686162,1
116093674518,César Pérez Vivas,an advertiser in Venezuela,3447469,7
100426612940178,Concejo Municipal de San Diego,an advertiser in Venezuela,2977473,1
100112745687674,Creemos Alianza Ciudadana,an advertiser in Venezuela,1000000,2
19740928752,World Animal Protection,These ads ran without a disclaimer,397299,2
141027651471836,piolivezgk,These ads ran without a disclaimer,328443,1
41883361077,IPS News Agency,These ads ran without a disclaimer,257498,1
194953000528458,Global Campus of Human Rights,These ads ran without a disclaimer,48899,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
111361091313,NICABM,These ads ran without a disclaimer,≤100,3
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
106826154132289,buonapizzaexpress,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
