Location name,Amount spent (ARS)
Buenos Aires,9159316
Catamarca,1048941
Chaco,190707
Chubut,1189140
Ciudad Autónoma de Buenos Aires,1846852
Corrientes,144622
Córdoba,8345306
Entre Rios,1242933
Formosa,102067
Jujuy,146165
La Pampa,98395
La Rioja,92803
Mendoza,269621
Misiones,149440
Neuquén,173326
Río Negro,158352
Salta,292880
San Juan,108200
San Luis,127622
Santa Cruz,288965
Santa Fe,848932
Santiago del Estero,129132
Tierra del Fuego,115009
Tucuman,233480
Unknown,875
