Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,83946,17
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,46426,9
301774903545521,Brasil Paralelo,Brasil Paralelo,13980,154
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,7855,86
92227023652,Governo do Estado de São Paulo,Governo do Estado de São Paulo,7350,10
241839765912021,Estratégia Concursos,ESTRATÉGIA CONCURSOS SA,7313,156
287680017998870,Focus Concursos Públicos,These ads ran without a disclaimer,5513,28
145849575465679,Banco do Nordeste,Banco do Nordeste,4748,2
255804437808407,Vale,Vale,4338,3
196452727048562,Governo do Rio Grande do Sul,SECRETARIA DE COMUNICAÇÃO,3958,2
286725714766033,Ministério da Cultura,These ads ran without a disclaimer,3590,4
449013258505096,Prefeitura de Palmas,Prefeitura de Palmas,3525,120
333720355130,Petrobras,Petrobras,2814,13
105527742878890,Prefeitura do Recife,Prefeitura do Recife,2777,33
1549054225424161,Eduardo Moreira,Instituto Conhecimento Liberta,2714,49
2209636419286152,Elismar Prado,Elismar Prado,2347,13
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,2289,269
857694684596864,Beck's Brasil,Ambev,2216,2
110225312350543,Nova Escola,Associação Nova Escola,2198,25
159103797542,Greenpeace Brasil,Greenpeace Brasil,2095,160
110418455214538,Bernardo K.,Filhos do Trovão,2047,127
316828035004008,Tribunal Superior Eleitoral (TSE),Tribunal Superior Eleitoral (TSE),2010,7
432046700466455,Chamonzinho,Chamonzinho,1566,14
465235726843103,Ambev,Ambev,1484,3
102773638649611,Bruno Pereira,These ads ran without a disclaimer,1459,13
405401689514244,Carlos Zarattini,Carlos Alberto Rolim Zarattini,1341,22
441467489336861,Prefeitura de Sinop,Prefeitura Municipal de Sinop,1331,8
1594613884123934,IDIB,INSTITUTO DE DESENVOLVIMENTO INSTITUCIONAL BRASILEIRO - IDIB,1308,7
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,1289,10
330379553673497,Oxfam Brasil,Oxfam Brasil,1236,99
108015435927747,FAS - Fundação Amazônia Sustentável,Fundação Amazonia Sustentável,1200,9
159103797542,Greenpeace Brasil,Greenpeace Brasil,1191,18
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,1181,82
185500178231142,Governo do Maranhão,Governo do Estado do Maranhão,1165,10
312086959420257,Diretoria de Vigilância Epidemiológica de SC,Diretoria de Vigilância Epidemiológica de SC,1041,6
142183709175200,Sou Concurseiro e Vou Passar,These ads ran without a disclaimer,1004,90
198849783539777,Buscofem,Buscofem,986,4
101189854802059,Revista Oeste,Revista Oeste,973,23
1573742939554561,Deputado Botelho,Deputado Botelho,969,11
251235795032635,Itamar Borges,Itamar Borges,880,17
273642106068512,Paulo Alexandre Barbosa,Paulo Alexandre Pereira Barbosa,869,4
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,849,25
935263586487050,Corona,Ambev,832,1
220346131312219,Ministério Público do Trabalho,These ads ran without a disclaimer,760,3
108371875089392,Wedo_Brasil,These ads ran without a disclaimer,743,1
800191420076446,Paulo Mansur,Paulo Mansur,697,5
329948620416635,Marcelo Cid Heráclito Queiroz,Marcelo Cid Heráclito Queiroz,693,9
107827985562258,Zany Leite Jr.,Zany Leite Jr.,691,12
163111127092232,Governo de Mato Grosso,ESTADO DE MATO GROSSO,688,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,679,14
1124473760957316,FS Fueling Sustainability,FS Fueling Sustainability,632,6
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,587,46
100343179487871,Kenny Idiomas,These ads ran without a disclaimer,583,2
169743843175117,Bruno Ganem SP,Bruno Ganem,553,52
224777780881144,Visão Mundial,Visão Mundial,547,11
323918771004168,Paulo Serra,Paulo Serra,531,5
1211366248899077,Prefeitura de Duque de Caxias,Prefeitura de Duque de Caxias,525,25
109770755848061,Suzano,Suzano SA,507,2
134450246716954,Governo do Estado de Santa Catarina,Governo do Estado de Santa Catarina,498,44
631711806855209,Prefeitura de Colombo,Prefeitura de Colombo,488,8
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,471,12
118558464851986,ACTbr,ACTbr,470,4
515514761825666,Prefeitura de Curitiba,Prefeitura Municipal de Curitiba,468,4
334514343302606,Governo do Estado do Rio Grande do Norte,PUZZLE ADS,459,2
157912844276400,Governo da Bahia,Governo da Bahia,454,2
394623300572500,Febraban Tech,Febraban Tech,451,8
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,405,8
288660317927031,Prefeitura Municipal de Araçatuba,PREFEITURA MUNICIPAL DE ARAÇATUBA,399,4
111006700550820,Cenarium Amazônia,Cenarium Agência de Notícias Ltda,393,30
105821366170914,PT - Partido dos Trabalhadores,Partido dos Trabalhadores,388,2
1706482512937484,Bruno Engler,Deputado Estadual Bruno Engler,388,2
520798404655508,Baleia Rossi,Baleia Rossi,385,8
190833037616321,Jornal Extra,Jornal Extra,385,1
258088921369,TOTVS,TOTVS,383,14
114603584930023,Bruno Ganem - SP,Bruno Ganem,379,3
314916388685112,Deputado Val Ceasa,Deputado Val Ceasa,376,2
651900074836103,Dr. Laércio Sandes,Dr. Laércio Sandes,370,2
197698930267127,Alana,Instituto Alana,361,73
108397235444330,Seu Crédito Aprovado 2.0,These ads ran without a disclaimer,352,10
111130822268479,IDP,"Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa IDP - LTDA",347,41
101038743042233,Gaby Silvaa,These ads ran without a disclaimer,346,54
454225234639209,Vereadora Edir Sales,Edir Sales,336,9
213048568820524,Vereador Paulo Frange,PAULO JESUS FRANGE,334,16
105903775544880,Alexandre Braga,Alexandre Braga,330,15
378584562192977,Filippi,José de Filippi Junior,310,8
650190518395498,Fabio Garcia,FÁBIO PAULINO GARCIA,304,9
487358637978920,Governo do Tocantins,Governo do Tocantins,296,2
1452476871646616,Diário MS News 2,Diário MS News,296,4
1608447079411218,Portal Concursos,PORTAL CURSOS PREPARATORIOS E OAB LTDA,295,11
286484764739596,Conselho de Arquitetura e Urbanismo do Brasil - CAU/BR,Triads,291,6
130558143745099,Alex Manente,Alex Manente,289,11
263199020531986,JOTA,JOTA,283,11
403972249688082,Prefeitura de Jaguariúna,Prefeitura de Jaguariúna,280,4
2308676322748492,Marcio Carvalho de Sá,These ads ran without a disclaimer,278,4
348704312899125,foconofato,FOCO NO FATO,271,10
541089776080092,Sanofi Brasil,Sanofi Brasil,271,4
108147365877214,Canal Futura,Fundação Roberto Marinho,266,5
7970426802,WWF-Brasil,WWF-Brasil,265,19
632161500194120,Omar Aziz,Omar Aziz,261,3
101189854802059,Revista Oeste,These ads ran without a disclaimer,259,2
142073912632259,Carlos Giannazi,Deputado Carlos Giannazi,258,10
106525678463910,União Brasil 44,UNIÃO BRASIL,257,3
140386962704024,Governo de Pernambuco,Governo de Pernambuco,254,32
145608108896911,Frente Parlamentar da Agropecuária - FPA,Instituto Pensar Agropecuária,254,3
201878973201295,Republicanos10,Republicanos10,252,8
103485942710607,Carlos Santiago 22.,Carlos Santiago 22.,252,9
327966137397646,Rafa Zimbaldi,Rafa Zimbaldi,250,2
442049159153521,UJS - União da Juventude Socialista,União da Juventude Socialista,249,21
711189698989364,Oceana Brasil,Oceana Brasil,246,7
699334503504978,Instituto Desiderata,Instituto Desiderata,245,28
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",244,16
507222835980004,Prefeitura de Porto Nacional,Prefeitura de Porto Nacional,243,10
112208748024338,Agência Rockn - Marketing de Resultados,Agência Rockn - Marketing de Resultados,243,45
1414776178738297,Marcelo Lima,Marcelo Lima,243,12
170166996524709,Orlando Morando,Orlando Morando Junior,242,10
520803328039440,Recicla Sampa,Eco Urbis e Loga,241,28
128850220504786,UNICEF Brasil,UNICEF Brasil,240,9
179837479250006,Marcelo Lino,Marcelo Lino,236,18
1457380294499102,Alexandre Baldy,Alexandre Baldy,227,7
131497886977001,Associação Paulista de Medicina,Associação Paulista de Medicina,224,5
108907578040742,Arnaldo Silva,Arnaldo Silva,222,42
104738421003389,InvestNews BR,Nubank,222,4
107575845348720,MANGUEIRA ADVOCACIA PREVIDENCIÁRIA,MANGUEIRA ADVOCACIA PREVIDENCIÁRIA,221,9
1555937724629128,Comitê Guandu - RJ,Comite Guandu RJ,220,10
854693531273065,Vereador Ricardinho Netuno,Vereador Ricardinho Netuno,220,3
239665829565195,Cidade de São Paulo,Prefeitura da Cidade de São Paulo,219,6
123323271155574,Virginia Mendes,Virginia Mendes,213,5
1437843656540112,Lucas Sanches,Lucas Sanches,212,7
1592564521073226,Netto Donato,NETTO DONATO - SECRETÁRIO DE GOVERNO,210,15
1643319649240021,PSD Paraná,PSD Paraná,208,3
112021296931600,Mônica Lopes,IBPOM,208,5
106869981440689,Brasil Certo,BRASIL CERTO,204,3
321727954527324,Prefeitura de Santana de Parnaíba,Municipio de Santana de Parnaíba,202,12
105133602564796,Luisa Amaral,These ads ran without a disclaimer,199,1
1433130856919702,Dário Saadi,Dário Saadi,197,1
454363287967300,Elvis Cezar,Governo360,197,2
1194027463946088,Roberto Cidade,ALEAM,196,9
347460535353050,PNB Online,PNB Online,196,13
1703010579956133,Eleições 2024 - Cursos Online,Curso Eleitoral,193,8
186029714861523,Dr. Valdomiro Lopes,Valdomiro Lopes,193,2
297785830288053,Rosenverg Reis de Oliveira,Rosenverg Reis de Oliveira,193,3
107751251520969,Clarice Ganem SP,Clarice Ganem,191,4
367980806622995,Bruna Furlan Deputada Estadual,Bruna Furlan Deputada Estadual,189,25
172444996112900,Fundo Brasil,Fundo Brasil,188,35
113464941739883,"Gilson Dias - Livro de Direito Partidário, Político e Eleitoral","Gilson Dias - Livro de Direito Partidário, Político e Eleitoral",184,5
217423271714827,Elvino Bohn Gass,Elvino Bohn Gass,182,17
163372447147733,Cidade de Assis,Prefeitura de Assis,178,35
193719533998484,Fundação Fernando Henrique Cardoso,Fundação FHC,177,19
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,177,27
976295639063920,Professora Andréa Paula,Professora Andréa Paula,176,36
479089705503936,Dep. Ricardo França,Ricardo Longatti França,175,4
1578235319127195,Seiko Brasil,ORIENT RELOGIOS DA AMAZONIA LTDA,175,77
