Location name,Amount spent (ARS)
Buenos Aires,1766789
Catamarca,97961
Chaco,305827
Chubut,259172
Ciudad Autónoma de Buenos Aires,583124
Corrientes,66880
Córdoba,4377713
Entre Rios,217519
Formosa,151531
Jujuy,140943
La Pampa,69735
La Rioja,39689
Mendoza,168337
Misiones,23688
Neuquén,20072
Río Negro,38725
Salta,44511
San Juan,440833
San Luis,15850
Santa Cruz,31024
Santa Fe,1995862
Santiago del Estero,21752
Tierra del Fuego,22694
Tucuman,32366
Unknown,122
