Location name,Amount spent (NOK)
Akershus,4085
Aust-Agder,563
Buskerud,1898
Finnmark,444
Hedmark,972
Hordaland,3301
Møre og Romsdal,1832
Nord-Trøndelag,835
Nordland,1588
Oppland,998
Oslo,10262
Rogaland,2937
Sogn og Fjordane,653
Sør-Trøndelag,3996
Telemark,850
Troms,1096
Vest-Agder,1365
Vestfold,1421
Østfold,1477
