Location name,Amount spent (CZK)
Central Bohemian Region,16802
Hradec Králové Region,7991
Karlovy Vary Region,4309
Liberec Region,7024
Moravian-Silesian Region,16060
Olomouc Region,8765
Pardubice Region,7290
Plzeň Region,9264
Prague,36432
South Bohemian Region,8539
South Moravian Region,20194
Unknown,≤100
Vysočina Region,6457
Zlín Region,7034
Ústí nad Labem Region,11853
