Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,530
Bicol Region,3465
Cagayan Valley,3015
Calabarzon,17098
Caraga,1453
Central Luzon,8555
Central Visayas,10013
Cordillera Administrative Region,1315
Davao Region,2766
Eastern Visayas,2522
Ilocos Region,3687
Metro Manila,23336
Mimaropa,10401
Northern Mindanao,5165
Soccsksargen,2103
Unknown,≤100
Western Visayas,8716
Zamboanga Peninsula,1732
