Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,522
Bicol Region,2765
Cagayan Valley,2603
Calabarzon,9230
Caraga,1753
Central Luzon,9211
Central Visayas,4809
Cordillera Administrative Region,1083
Davao Region,3264
Eastern Visayas,3150
Ilocos Region,2917
Metro Manila,13854
Mimaropa,1421
Northern Mindanao,3327
Soccsksargen,2158
Unknown,≤100
Western Visayas,5575
Zamboanga Peninsula,1672
