Location name,Amount spent (EUR)
Alsace,566
Aquitaine,1194
Auvergne,370
Basse-Normandie,429
Bourgogne,460
Bretagne,1086
Centre,727
Champagne-Ardenne,379
Corse,124
Franche-Comté,307
French Guiana,≤100
French Polynesia,≤100
Guadeloupe,≤100
Haute-Normandie,576
Languedoc-Roussillon,1110
Limousin,204
Lorraine,704
Martinique,≤100
Mayotte,≤100
Midi-Pyrénées,961
New Caledonia,≤100
Nord-Pas-de-Calais,1390
Pays de la Loire,1147
Picardie,569
Poitou-Charentes,542
Provence-Alpes-Côte d'Azur,2068
Reunion Island,≤100
Rhône-Alpes,2092
Saint-Barthelemy,≤100
Saint-Martin,≤100
Unknown,≤100
Wallis and Futuna,≤100
Île-de-France,4449
