Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,2663,7
217948432069023,Bolivia Maya,Bolivia Maya,843,1
964080723662055,Carlos Subirana Responde,Editorial CSS,234,2
102536645161497,Pierre Chain - C O N C E J A L,Pierre Chain - C O N C E J A L,139,2
106403237850347,Goberna Bolivia,Goberna,≤100,7
101029268584854,José Carlos Sánchez Verazaín,Boris Christian Lehm Murillo,≤100,1
100421178670997,Grande mi Oruro,Coordenada Digital,≤100,7
177146595731313,Colágenos Elixir • Bolivia,These ads ran without a disclaimer,≤100,4
222490514559847,Comunicación del Estado Plurinacional de Bolivia,These ads ran without a disclaimer,≤100,6
391416088139258,Movimiento Pro-Pacha,Guillermo Mallea,≤100,5
181646422172306,FAM BOLIVIA,Edwin Quispe Ortiz,≤100,1
113376820321312,Tierra Digna,Coordenada Digital,≤100,3
1192687654097089,Bajo Nuestra Piel •  Festival de Cine,These ads ran without a disclaimer,≤100,2
1732486926859305,Kenny Perez,Cesar Kenny Perez Rojas,≤100,1
102652851097134,Oscar Balderas Diputado,Oscar Alberto Balderas Montaño,≤100,1
103362564359669,Mariel Peñaloza Lema,Mariel Peñaloza Lema,≤100,1
103621869176207,Angela Romero - La Revolución del Amor,These ads ran without a disclaimer,≤100,1
113884784953956,valentinonarraciones,These ads ran without a disclaimer,≤100,1
1884241128388824,SHOW CASE,These ads ran without a disclaimer,≤100,1
105885549169547,Kanazawa - WebNovel,These ads ran without a disclaimer,≤100,1
1390745591150821,NRC - Norwegian Refugee Council,These ads ran without a disclaimer,≤100,1
72750481109,Structuralia,These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,1
112338611784279,Private Tool,These ads ran without a disclaimer,≤100,1
105311938353424,Trading Legend รวยรวยรวย - 37Games,These ads ran without a disclaimer,≤100,1
102863425976057,Clinton Best,These ads ran without a disclaimer,≤100,1
