Location name,Amount spent (VND)
An Giang Province,11118
Bà Rịa–Vũng Tàu Province,12655
Bình Dương Province,19191
Bình Phước Province,9761
Bình Thuận Province,11168
Bình Định Province,11349
Bạc Liêu Province,5489
Bắc Giang Province,8582
Bắc Kạn Province,1652
Bắc Ninh Province,48335
Bến Tre Province,5211
Cao Bằng Province,4672
Cà Mau Province,7488
Cần Thơ,10589
Da Nang,17495
Gia Lai Province,10178
Haiphong,13166
Ho Chi Minh City,80625
Hà Giang Province,4171
Hà Nam Province,4689
Hà Tĩnh Province,9435
Hòa Bình Province,4820
Hưng Yên Province,5031
Hải Dương Province,9061
Hậu Giang Province,2408
Khánh Hòa Province,14543
Kiên Giang Province,11239
Kon Tum Province,3351
Lai Châu Province,1639
Long An Province,9018
Lào Cai Province,6020
Lâm Đồng Province,11098
Lạng Sơn Province,5336
Nam Định Province,8925
Nghệ An Province,22857
Ninh Bình Province,5839
Ninh Thuận Province,3294
Phú Thọ Province,9356
Phú Yên Province,6235
Quảng Bình Province,5620
Quảng Nam Province,12420
Quảng Ngãi Province,7320
Quảng Ninh Province,8588
Quảng Trị Province,6079
Sóc Trăng Province,7047
Sơn La Province,5499
Thanh Hóa Province,15320
Thái Bình Province,9136
Thái Nguyên Province,9637
Thừa Thiên–Huế Province,14031
Tiền Giang Province,10382
Trà Vinh Province,6544
Tuyên Quang Province,4397
Tây Ninh Province,9417
Unknown,≤100
Vĩnh Long Province,5769
Vĩnh Phúc Province,6596
Yên Bái Province,3977
Điện Biên Province,3950
Đắk Lắk Province,92331
Đắk Nông Province,5034
Đồng Nai Province,22468
Đồng Tháp Province,7352
