Location name,Amount spent (TWD)
Changhua,6187
Chiayi,1064
Hsinchu,2750
Hsinchu City,4966
Hualien,2014
Kaohsiung,18689
Keelung City,2202
Kinmen,323
Lienchiang,≤100
Miaoli,2301
Nantou,2300
New Taipei City,29955
Penghu,332
Pingtung,3929
Taichung,23710
Tainan,11493
Taipei,25111
Taitung,1449
Taoyuan City,18817
Unknown,2171
Yilan,1805
Yunlin,3786
