Location name,Amount spent (NOK)
Akershus,3319
Aust-Agder,608
Buskerud,1361
Finnmark,416
Hedmark,921
Hordaland,3407
Møre og Romsdal,2952
Nord-Trøndelag,675
Nordland,1334
Oppland,861
Oslo,6994
Rogaland,2215
Sogn og Fjordane,545
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,1679
Telemark,1185
Troms,923
Unknown,≤100
Vest-Agder,1107
Vestfold,1831
Østfold,1440
