Page ID,Page name,Disclaimer,Amount spent (PEN),Number of ads in Library
108914741596097,Reynaldo Hilbck SI Cumple,Reynaldo Hilbck,3811,3
756922834393995,Reynaldo Hilbck - Unidad Regional,Reynaldo Hilbck,2815,3
153023865485753,Werner Salcedo,Eloy Díaz,1858,22
101266035995072,Cordano Gobernador Regional del Callao,Avigaíl Abisai Sinche Panduro,1588,18
196175927619103,Perú sin Censura,Destapes Perú,1264,1
1502545989851324,Rosita Vásquez - La Cholita,Hache Arteaga,1252,18
101692792761601,Roger en el Corazón del Pueblo,Roger en el Corazón del Pueblo,979,13
414139832118173,Ciro Castillo - Callao,Yo apoyo a MAS CALLAO,963,6
454053474676291,Diario Digital Informativo,Diario Digital Informatívo,882,3
106426288924008,Cusco Al Día,Cusco al Día,855,25
119723768043679,Grupo Verona,Giovanni Domenico Verona Baluarte,817,6
108120281961854,Jaime Rodríguez - Jamocho a la Región,Michael Junior Corahua Larico,529,6
101555396562359,Voto Informado,Voto Informado,477,4
475157512880993,Lucho Neyra León - Gobernador Regional,Jose Miguel Lopez Leon,403,2
1909864829076011,Prensa AntiCorrupción,Prensa Anticorrupción Latam,347,1
109186465355018,Las Lilas - Perú,Las Lilas,321,27
153023865485753,Werner Salcedo,Yo apoyo a Werner Salcedo,316,5
106792205594410,Cordano el Constructor del Callao,cordanoconstructorcallao,305,3
109019574560600,Aula Gaceta,Joel V. Supo Baldo,304,1
1234116153313066,Quiero Mi Piura Segura,Hi Politic,278,4
111656531549095,Gilia Gutiérrez Ayala,Alan Phaolo Loayza Calderón,263,6
264223880347121,Lampadia Oficial,LAMPADIA,214,55
671288353290819,Primicia,Ruth Gissela Llaja Cabrera,200,1
377126002943328,Reconstrucción Nacional,Marvin Vila,183,6
475157512880993,Lucho Neyra León - Gobernador Regional,Lucy Cristina Riojas Rivera,176,1
104023934870147,Leyda Rimarachín,Frank Jhonatan Chappa Vega,174,2
267400830052655,Edy Cuellar Región Cusco 2023,Nadia Sumac Soncco Pimentel,168,8
323413307685405,El Informativo CUSCO,Informativo Cusco,154,5
107128754325977,Noticias Sullana 3.0,Jose Miguel Lopez Leon,137,2
1897126257190528,Instituto Latinoamericano de Capacitaciones Jurídicas-ILCJ,ILCJ,122,44
102876865523770,Victoria Amazonense,Esteban Villanueva,121,2
103524692117985,Pasco Informa,Diario Digital Informatívo,113,1
145993336087761,Raúl Odar,Raúl Jesus Odar Cabrejos,≤100,1
105887897970553,Manolo Garcia,Elvis Aguilar,≤100,1
102876865523770,Victoria Amazonense,Edward Vasquez Sanchez,≤100,1
142062936237878,Goberna,Goberna,≤100,8
281094799281963,Piura Opina y Comenta,Ricardo Vicente Sancarranco Navarrete,≤100,2
359546954522942,Miguel Ángel Bartra Grosso,Miguel Ángel Bartra,≤100,1
593247027692875,Zumel Trujillo Gobernador,Zumel Trujillo 2022,≤100,2
111470355596678,ONPE Oficina Nacional de Procesos Electorales - Perú,Oficina Nacional de Procesos Electorales,≤100,6
107185825288547,Carlos Bautista Rubio,Edwin Stiv Ramirez Cruz,≤100,6
287389705061665,Nut. Roy Miranda,Oscar Roy Miranda,≤100,2
348918008452785,Piura Data - Estudios de mercado,Maria Fernanda Checa Seminario,≤100,2
102009868271044,Noticias Piura,Jackson Zegarra,≤100,2
1133038383505312,Roger a la región,Marco Enyelver Asencio Camizán,≤100,17
104381882429050,Cumbre de Gobernadores e Intendentes de Latinoamérica,Shocking Wave Productions,≤100,4
107760198648116,Marca el Torito,Zaida Trejo Perez,≤100,1
103042412591234,Ciro Castillo Gobernador del callao 2023,Chalacos con Ciro Castillo,≤100,1
207130832702614,Political Marketing,Beltran Ponce Martinez,≤100,2
100418761472038,Gilia Gutiérrez Gobernadora Regional,María Fernanda Salinas Soto,≤100,1
235391323233632,PNUD Perú,Megumi Nagayoshi Sakuda,≤100,1
107886892080038,Los jóvenes con Roger Guevara,Enzo Waldir Llanos Palacios,≤100,5
495706950531442,Pepe Feria,Maria Marleny Elias Amaya,≤100,3
168781923211557,FRI ESAN,These ads ran without a disclaimer,≤100,1
111415911565305,Victoria Amazonense Rodriguez de Mendoza,Luis Fernando Soto Pinedo,≤100,9
455802295156178,Nuestramerica TV,Crhistian Jorge Peralta Ramírez,≤100,5
282902148539107,Roberth Sánchez Córdova,Anita Olenka Sanchez Chuquihuanga,≤100,1
537121812990662,Colegio Químico Farmacéutico del Perú,Danny Sixto Antara Luna,≤100,2
103718355821503,San Martin Noticias,Nelver Chuquicahua Requejo,≤100,1
107277410983740,Polanski Carmona Cruz,Polanski Carmona Cruz,≤100,1
102098544497318,Alfredo Perez,Alfredo Perez,≤100,1
267400830052655,Edy Cuellar Región Cusco 2023,Boris Braulio Santos Acostupa,≤100,2
113857973395461,Luis Angel Aragón - Congresista de la República,Diego Alonzo Alvarez Guevara,≤100,2
350149292227661,No a Keiko,Clarisa Ramirez Diaz,≤100,2
100514466193488,Eduardo Salhuana,Jamill Marzuka Cortez,≤100,1
106395164602216,Juan Burgos,Luis Alberto Chavarry Gutierrez,≤100,1
1275465342519887,Servicios Educativos El Agustino,SERVICIOS EDUCATIVOS EL AGUSTINO,≤100,1
534284396949027,Ilich López,Renzo Jireh Casas Torres,≤100,1
100613652687537,Peruanos de Centro,Chani Mejia,≤100,1
102700072470995,Sinapzis,Sinapzis,≤100,1
1701687773439212,Giancarlo Guido Casassa Sánchez - Alcalde de Surquillo,Giancarlo Guido Casassa Sánchez,≤100,2
113162141028968,Integridad,Integridad por el Peru,≤100,2
398213773584498,Rankia Chile,These ads ran without a disclaimer,≤100,1
1490129174650573,OIM Perú,Organización Internacional para las Migraciones - OIM Misión en el Perú,≤100,1
751427808362542,Fernando Meléndez Zumaeta,Fernando Meléndez Zumaeta,≤100,1
111450058300845,Alex y los Jóvenes,Waldir Robert Castillo Ortiz,≤100,1
108612759471258,Colegio de Ingenieros del Peru CD Lambayeque,CIP CD LAMBAYEQUE,≤100,1
201324190574817,Alex Rodriguez Alvarado,Jesús Jhonatan Santisteban Riojas,≤100,3
1489389251302922,Percy Fiestas Aquino,Becquer Martin Jara Cordova,≤100,1
101924456538234,Sociedad Nacional de Industrias,Sociedad Nacional de Industrias,≤100,1
