Location name,Amount spent (CZK)
Central Bohemian Region,9922
Hradec Králové Region,3863
Karlovy Vary Region,2030
Liberec Region,3127
Moravian-Silesian Region,7900
Olomouc Region,4440
Pardubice Region,4111
Plzeň Region,4537
Prague,19480
South Bohemian Region,4185
South Moravian Region,10059
Unknown,≤100
Vysočina Region,3026
Zlín Region,4079
Ústí nad Labem Region,7148
