Location name,Amount spent (BRL)
Acre (state),1073
Alagoas,3604
Amapá,741
Amazonas,5242
Bahia,11665
Ceará,9577
Espírito Santo,4836
Federal District,3575
Goiás,8558
Maranhão,4312
Mato Grosso,5597
Mato Grosso do Sul,4280
Minas Gerais,29151
Paraná,13736
Paraíba,3819
Pará,8038
Pernambuco,10630
Piauí,2363
Rio Grande do Norte,3121
Rio Grande do Sul,17936
Rio de Janeiro (state),20913
Rondônia,1924
Roraima,767
Santa Catarina,12885
Sergipe,1664
São Paulo (state),92180
Tocantins,1533
Unknown,≤100
