Location name,Amount spent (BRL)
Acre (state),500
Alagoas,1864
Amapá,529
Amazonas,2412
Bahia,12032
Ceará,5757
Espírito Santo,3390
Federal District,2263
Goiás,4636
Maranhão,2705
Mato Grosso,3335
Mato Grosso do Sul,2173
Minas Gerais,16203
Paraná,7064
Paraíba,2530
Pará,3707
Pernambuco,5605
Piauí,2068
Rio Grande do Norte,2652
Rio Grande do Sul,6488
Rio de Janeiro (state),13842
Rondônia,1565
Roraima,489
Santa Catarina,6578
Sergipe,1401
São Paulo (state),35031
Tocantins,677
Unknown,1477
