Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,501
Bicol Region,1958
Cagayan Valley,2287
Calabarzon,7203
Caraga,963
Central Luzon,5153
Central Visayas,4404
Cordillera Administrative Region,978
Davao Region,1881
Eastern Visayas,2193
Ilocos Region,2642
Metro Manila,7630
Mimaropa,2352
Northern Mindanao,3239
Soccsksargen,1698
Unknown,≤100
Western Visayas,2761
Zamboanga Peninsula,1125
