Location name,Amount spent (ARS)
Buenos Aires,974807
Catamarca,41486
Chaco,25759
Chubut,44838
Ciudad Autónoma de Buenos Aires,133371
Corrientes,28952
Córdoba,1310549
Entre Rios,28212
Formosa,14558
Jujuy,6331
La Pampa,72435
La Rioja,8667
Mendoza,21824
Misiones,13646
Neuquén,117030
Río Negro,29739
Salta,93454
San Juan,25905
San Luis,57634
Santa Cruz,5341
Santa Fe,231502
Santiago del Estero,17047
Tierra del Fuego,28791
Tucuman,21874
Unknown,≤100
