Location name,Amount spent (ZAR)
Eastern Cape,781
Free State,815
Gauteng,4220
KwaZulu-Natal,1194
Limpopo,510
Mpumalanga,627
North West,627
Northern Cape,231
Unknown,≤100
Western Cape,6356
