Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
122074554119,EU Social,EU Social,4402,8
102931488739,Platforma Obywatelska,Platforma Obywatelska,4127,25
237466786344157,European Movement,European Movement International with Facebook ad credits,3716,8
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,2699,45
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,1549,200
578864425792499,Ośrodek Monitorowania Antypolonizmu,Fundacja Ośrodek Monitorowania Antypolonizmu,1363,13
178362315106,European Parliament,European Parliament,1338,11
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1214,17
57544755889,Amnesty International Polska,Amnesty International Polska,1193,23
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1026,17
818457621539495,Poseł Mejza,Poseł Mejza,1013,5
552661358110680,Krzysztof Kubów Sekretarz Stanu KPRM,Krzysztof Kubów Sekretarz Stanu KPRM,968,1
228168274881,wysokieobcasy,wysokieobcasy,907,17
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,879,7
199446073725474,BohaterON,Fundacja Sensoria,862,30
511908632322302,Artur Chojecki - Wojewoda Warmińsko-Mazurski,Artur Chojecki - Wojewoda Warmińsko-Mazurski,718,19
107023882460931,Aleksandra K. Wiśniewska,odwazyszsie.pl,626,4
339855706171439,Dobra Fabryka,Dobra Fabryka,616,2
104581499325617,Wybory bez picu,Obywatelska Kontrola Wyborów,589,18
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,534,4
107099115544539,Zostań Dłużej,Euvic Media,526,9
1227194230675141,Pratia,Pratia SA,502,14
1436010186518712,Fundacja Pamięci o Bohaterach Powstania Warszawskiego,Fundacja Pamięci o Bohaterach Powstania Warszawskiego,499,2
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),477,5
104442609633150,Lubuskie,Lubuskie,453,7
308684629246305,Tomasz Latos,Tomasz Latos,424,9
648495745485275,Adrian Witczak - radny Tomaszowa Mazowieckiego,Adrian Witczak - radny Tomaszowa Mazowieckiego,420,8
749393698434460,Jarosław Krajewski,Jarosław Krajewski,409,7
1431092387136668,Jan Grabiec,Jan Grabiec,394,1
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,384,69
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,383,12
178415208919146,Suwerenna Polska,Solidarna Polska,375,9
342701305934903,Małgorzata Chmiel - poseł na Sejm RP,Małgorzata Chmiel - poseł na Sejm RP,374,4
101861849611988,Nie dla Tuska,Nie dla Tuska,372,9
513969188677442,Compassion Polska,Compassion Polska,365,8
1619161438342114,Krzysztof Tchórzewski,Krzysztof Tchórzewski,365,2
959387840744974,Bezpartyjni Samorządowcy,Bezpartyjni Samorządowcy,355,3
107590839282206,BNP Paribas Bank Polska,BNP Paribas Bank Polska S.A.,342,5
169913419732194,Michał Jaros,Michał Jaros,317,3
202473923251760,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku,317,16
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,312,1
145040892212618,Ministerstwo Obrony Narodowej,Ministerstwo Obrony Narodowej,311,3
209963076513421,Niepodległa. Miejsce spotkań,Niepodległa,310,6
429506290917644,Toyota - fabryka w Jelczu,Toyota - fabryka w Jelczu,305,6
1683534065241470,OKO.press,OKO.press,303,12
2085710635079080,Kuchnia Vikinga  - Catering dietetyczny,These ads ran without a disclaimer,302,1
514245432058229,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,301,50
104997021319572,FSC Polska,FSC Polska,300,2
312204349288060,Mariusz Gosek,Mariusz Gosek,289,7
156745028300456,Patryk Jaskulski - Radny Miasta Szczecin,Patryk Jaskulski - Radny Miasta Szczecin,283,12
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,269,2
100758976350452,LubBezpośrednio.PL - Instytut Demokracji Bezpośredniej,"Fundacja ""Potrafisz Polsko""",264,13
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,263,4
2082007105406716,Grzegorz Małodobry Radny Powiatu Krakowskiego,Grzegorz Małodobry Radny Powiatu Krakowskiego,263,7
514735281965536,Demagog,Stowarzyszenie Demagog,255,10
102759805294356,Dariusz Matecki - Radny Miasta Szczecin,Dariusz Matecki Radny Miasta Szczecin,249,6
100153153026665,Szymon Gajda,Szymon Gajda,228,9
100569026183717,W Obronie Zdrowia,W Obronie Zdrowia,226,23
395533923834784,PSL Mazowsze,PSL Mazowsze,221,22
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,210,28
146599018696771,NATO,NATO,210,1
114699243232023,Paweł Jabłoński,Paweł Jabłoński,208,4
106732970691262,Paweł Hreniak - Poseł na Sejm RP,Paweł Hreniak - Poseł na Sejm RP,206,9
111725691638202,Piotr Rycerski - Szef Gabinetu Politycznego Ministra Aktywów Państwowych,Piotr Rycerski - Szef Gabinetu Politycznego Ministra Aktywów Państwowych,206,4
154596731319540,Arkadiusz Myrcha,Arkadiusz Myrcha,197,3
