Location name,Amount spent (USD)
Ayeyarwady Region,≤100
Bago Region,≤100
Chin State,≤100
Irrawaddy,≤100
Kachin State,≤100
Karan State,≤100
Kayah State,≤100
Magwe,≤100
Mandalay,≤100
Mon State,≤100
Naypyidaw,≤100
Rakhine State,≤100
Sagaing,≤100
Shan State,≤100
Tanintharyi Region,≤100
Tenasserim,≤100
Unknown,≤100
Yangon,175
